metric,criterion,criterion_short,k11,k12,k21,k22,n_metric,n_criterion,n_total,lr,g2,p_value,q_value,reject_q05
meteor,answerability from input,Answerability,1,59,6,566,60,7,632,1.5888888888888888,0.1665648768251745,0.6831829310152338,0.7784091454845232,False
unieval,answerability from input,Answerability,1,20,6,605,21,7,632,4.849206349206349,1.5023022424927015,0.2203174638553675,0.740781719303381,False
g eval,answerability from input,Answerability,0,23,7,602,23,7,632,0.0,0.5219461122919291,0.4700127044954183,0.740781719303381,False
bertscore,answerability from input,Answerability,2,131,5,494,133,7,632,1.500751879699248,0.2238957842992825,0.6360874248533108,0.7539882696414163,False
bartscore,answerability from input,Answerability,1,33,6,592,34,7,632,2.9313725490196076,0.7793009356841942,0.3773550237874954,0.740781719303381,False
questeval,answerability from input,Answerability,1,9,6,616,10,7,632,10.366666666666667,2.826127813016294,0.0927417247585406,0.5901891534740096,False
ndcg,answerability from input,Answerability,2,8,5,617,10,7,632,24.880000000000003,8.761120729638119,0.0030771989599908,0.0852757105730799,False
recall,answerability from input,Answerability,2,55,5,570,57,7,632,4.035087719298246,2.22956806101156,0.1353916927892324,0.6656758228803928,False
f1,answerability from input,Answerability,2,91,5,534,93,7,632,2.318279569892473,0.8931528200827952,0.3446243513172885,0.740781719303381,False
win rate,answerability from input,Answerability,0,22,7,603,22,7,632,0.0,0.4988435399360528,0.4800087018791025,0.740781719303381,False
precision,answerability from input,Answerability,0,36,7,589,36,7,632,0.0,0.8258012307982369,0.3634894636437309,0.740781719303381,False
spearman correlation,answerability from input,Answerability,0,21,7,604,21,7,632,0.0,0.4757790286928533,0.4903404897489027,0.740781719303381,False
pearson correlation,answerability from input,Answerability,0,15,7,610,15,7,632,0.0,0.3381842760527674,0.5608791718660135,0.740781719303381,False
bleurt,answerability from input,Answerability,1,31,6,594,32,7,632,3.125,0.8621576174312517,0.353135601304975,0.740781719303381,False
qafacteval,answerability from input,Answerability,0,10,7,615,10,7,632,0.0,0.2245460656036605,0.6355976635792313,0.7539882696414163,False
cider,answerability from input,Answerability,0,16,7,609,16,7,632,0.0,0.3610230284840795,0.5479386199543832,0.740781719303381,False
mrr,answerability from input,Answerability,1,12,6,613,13,7,632,7.935897435897436,2.335163750265475,0.1264816894599222,0.640817202277556,False
distinct,answerability from input,Answerability,0,16,7,609,16,7,632,0.0,0.3610230284840795,0.5479386199543832,0.740781719303381,False
attack success rate asr,answerability from input,Answerability,0,14,7,611,14,7,632,0.0,0.3153827211097667,0.5743957635228131,0.7414042706303636,False
perplexity,answerability from input,Answerability,0,29,7,596,29,7,632,0.0,0.6613679200372614,0.4160774310880147,0.740781719303381,False
alignscore,answerability from input,Answerability,0,11,7,614,11,7,632,0.0,0.2472000344362587,0.6190535563078535,0.7523248867023682,False
chair,answerability from input,Answerability,0,10,7,615,10,7,632,0.0,0.2245460656036605,0.6355976635792313,0.7539882696414163,False
chrf,answerability from input,Answerability,0,13,7,612,13,7,632,0.0,0.292618242683173,0.5885475635956433,0.7472265214368077,False
comet,answerability from input,Answerability,0,27,7,598,27,7,632,0.0,0.614739538763189,0.4330088504227372,0.740781719303381,False
cosine similarity,answerability from input,Answerability,1,12,6,613,13,7,632,7.935897435897436,2.335163750265475,0.1264816894599222,0.640817202277556,False
auroc,answerability from input,Answerability,0,10,7,615,10,7,632,0.0,0.2245460656036605,0.6355976635792313,0.7539882696414163,False
rouge,usefulness (nonspecific),Helpfulness,12,153,51,416,165,63,632,0.6659536541889483,1.9198662068380212,0.1658714103679987,0.7240544380980183,False
bleu,usefulness (nonspecific),Helpfulness,10,139,53,430,149,63,632,0.6116246675952893,2.4948756184792025,0.1142173995174479,0.6235929066191409,False
accuracy,usefulness (nonspecific),Helpfulness,15,112,48,457,127,63,632,1.2426181102362204,0.5789206395625657,0.4467357070080995,0.740781719303381,False
exact match,usefulness (nonspecific),Helpfulness,3,34,60,535,37,63,632,0.8040540540540541,0.160242556844768,0.688933298777156,0.7784091454845232,False
moverscore,usefulness (nonspecific),Helpfulness,0,19,63,550,19,63,632,0.0,4.054954757236308,0.0440418990824192,0.4169438260946281,False
meteor,usefulness (nonspecific),Helpfulness,4,56,59,513,60,63,632,0.6463276836158192,0.8911108127693517,0.3451764656414772,0.740781719303381,False
unieval,usefulness (nonspecific),Helpfulness,0,21,63,548,21,63,632,0.0,4.489490553198818,0.0341038392583658,0.3544086477474493,False
g eval,usefulness (nonspecific),Helpfulness,1,22,62,547,23,63,632,0.4270687237026648,1.035422180139224,0.3088885469878604,0.740781719303381,False
bertscore,usefulness (nonspecific),Helpfulness,9,124,54,445,133,63,632,0.62531328320802,2.0877917925244773,0.1484805536406319,0.6894998450042901,False
bartscore,usefulness (nonspecific),Helpfulness,1,33,62,536,34,63,632,0.2836812144212524,2.624210711954314,0.1052448275349253,0.6131803250382504,False
questeval,usefulness (nonspecific),Helpfulness,1,9,62,560,10,63,632,1.0032258064516129,1.1327451531200662e-05,0.99731462248708,0.9984063735790198,False
ndcg,usefulness (nonspecific),Helpfulness,2,8,61,561,10,63,632,2.039344262295082,0.9132282278363828,0.33925932334833,0.740781719303381,False
recall,usefulness (nonspecific),Helpfulness,6,51,57,518,57,63,632,1.061865189289012,0.0214168730194017,0.8836490056257961,0.9167294562050942,False
f1,usefulness (nonspecific),Helpfulness,7,86,56,483,93,63,632,0.7244623655913979,0.7743473072251383,0.3788755288774041,0.740781719303381,False
win rate,usefulness (nonspecific),Helpfulness,14,8,49,561,22,63,632,7.922077922077922,40.10940405600007,2.4013020045647005e-10,2.195990683174418e-07,True
precision,usefulness (nonspecific),Helpfulness,3,33,60,536,36,63,632,0.8277777777777778,0.1193868531415236,0.7297004504090441,0.8073939042940966,False
spearman correlation,usefulness (nonspecific),Helpfulness,1,20,62,549,21,63,632,0.4692780337941628,0.7929016136725111,0.3732241808788252,0.740781719303381,False
pearson correlation,usefulness (nonspecific),Helpfulness,1,14,62,555,15,63,632,0.6634408602150538,0.2082783415760709,0.6481201817017489,0.7608548217795242,False
bleurt,usefulness (nonspecific),Helpfulness,0,32,63,537,32,63,632,0.0,6.90662740900827,0.0085876823713674,0.1524938937595242,False
qafacteval,usefulness (nonspecific),Helpfulness,0,10,63,559,10,63,632,0.0,2.1178957857247607,0.1455864457280829,0.6845182756726573,False
cider,usefulness (nonspecific),Helpfulness,0,16,63,553,16,63,632,0.0,3.405950776269027,0.0649616678551417,0.4980044328651322,False
mrr,usefulness (nonspecific),Helpfulness,2,11,61,558,13,63,632,1.5611601513240858,0.3797719334910594,0.5377253189494919,0.740781719303381,False
distinct,usefulness (nonspecific),Helpfulness,0,16,63,553,16,63,632,0.0,3.405950776269027,0.0649616678551417,0.4980044328651322,False
attack success rate asr,usefulness (nonspecific),Helpfulness,1,13,62,556,14,63,632,0.7119815668202765,0.139636239836041,0.7086429071847182,0.7917580190842086,False
perplexity,usefulness (nonspecific),Helpfulness,5,24,58,545,29,63,632,1.7925089179548157,1.5188556356921763,0.2177927518448172,0.740781719303381,False
alignscore,usefulness (nonspecific),Helpfulness,1,10,62,559,11,63,632,0.9105571847507332,0.0098614704583362,0.9208961588530632,0.943662304683221,False
chair,usefulness (nonspecific),Helpfulness,0,10,63,559,10,63,632,0.0,2.1178957857247607,0.1455864457280829,0.6845182756726573,False
chrf,usefulness (nonspecific),Helpfulness,0,13,63,556,13,63,632,0.0,2.7602757889807976,0.0966315776858194,0.5991157816520808,False
comet,usefulness (nonspecific),Helpfulness,0,27,63,542,27,63,632,0.0,5.802171509121501,0.0160063944997866,0.2305172877173998,False
cosine similarity,usefulness (nonspecific),Helpfulness,1,12,62,557,13,63,632,0.7679900744416873,0.0823743824979019,0.7741051403378919,0.8426523043285506,False
auroc,usefulness (nonspecific),Helpfulness,0,10,63,559,10,63,632,0.0,2.1178957857247607,0.1455864457280829,0.6845182756726573,False
rouge,absence of toxic / harmful content,Non-Toxicity,10,155,49,418,165,59,632,0.577612863327149,3.072566326104729,0.0796236831408355,0.5473574189432762,False
bleu,absence of toxic / harmful content,Non-Toxicity,8,141,51,432,149,59,632,0.508487958941966,4.04693439984273,0.0442516359056287,0.4169438260946281,False
accuracy,absence of toxic / harmful content,Non-Toxicity,12,115,47,458,127,59,632,1.0152454347461886,0.0024072648642793,0.9608683838915864,0.9704187046591448,False
exact match,absence of toxic / harmful content,Non-Toxicity,1,36,58,537,37,59,632,0.277260018639329,2.7224526254346486,0.0989458723308167,0.6060180782710091,False
moverscore,absence of toxic / harmful content,Non-Toxicity,0,19,59,554,19,59,632,0.0,3.7842243047316617,0.0517378861648116,0.4527683913657445,False
meteor,absence of toxic / harmful content,Non-Toxicity,1,59,58,514,60,59,632,0.164367816091954,6.561715352689623,0.0104195879008499,0.1746861273812552,False
unieval,absence of toxic / harmful content,Non-Toxicity,0,21,59,552,21,59,632,0.0,4.189721828760101,0.0406697700363205,0.3977807989113914,False
g eval,absence of toxic / harmful content,Non-Toxicity,1,22,58,551,23,59,632,0.4565217391304348,0.8533773199282493,0.3555986628077333,0.740781719303381,False
bertscore,absence of toxic / harmful content,Non-Toxicity,5,128,54,445,133,59,632,0.3473962684489,7.428507643317724,0.006419856099256,0.1365339163434798,False
bartscore,absence of toxic / harmful content,Non-Toxicity,0,34,59,539,34,59,632,0.0,6.860006561479588,0.008814622535987,0.1550186982530801,False
questeval,absence of toxic / harmful content,Non-Toxicity,0,10,59,563,10,59,632,0.0,1.976548764288413,0.1597544598875439,0.7109267813487051,False
ndcg,absence of toxic / harmful content,Non-Toxicity,0,10,59,563,10,59,632,0.0,1.976548764288413,0.1597544598875439,0.7109267813487051,False
recall,absence of toxic / harmful content,Non-Toxicity,0,57,59,516,57,59,632,0.0,11.73779790655603,0.0006124344436196,0.0233363041120907,True
f1,absence of toxic / harmful content,Non-Toxicity,3,90,56,483,93,59,632,0.3104838709677419,6.047744481435068,0.0139240724589877,0.2105983118228488,False
win rate,absence of toxic / harmful content,Non-Toxicity,8,14,51,559,22,59,632,4.349376114081997,12.551944195106572,0.0003957942970416,0.0172358992687921,True
precision,absence of toxic / harmful content,Non-Toxicity,0,36,59,537,36,59,632,0.0,7.276241207159944,0.0069872593933163,0.1415520697596882,False
spearman correlation,absence of toxic / harmful content,Non-Toxicity,1,20,58,553,21,59,632,0.5016420361247947,0.6399478228347282,0.4237296919034052,0.740781719303381,False
pearson correlation,absence of toxic / harmful content,Non-Toxicity,1,14,58,559,15,59,632,0.7091954022988506,0.141968373359331,0.7063319715049385,0.7917580190842086,False
bleurt,absence of toxic / harmful content,Non-Toxicity,0,32,59,541,32,59,632,0.0,6.44523629905363,0.0111250243670697,0.1814158448223792,False
qafacteval,absence of toxic / harmful content,Non-Toxicity,0,10,59,563,10,59,632,0.0,1.976548764288413,0.1597544598875439,0.7109267813487051,False
cider,absence of toxic / harmful content,Non-Toxicity,1,15,58,558,16,59,632,0.6637931034482758,0.2061435546858561,0.6498069856871356,0.7610934829687047,False
mrr,absence of toxic / harmful content,Non-Toxicity,0,13,59,560,13,59,632,0.0,2.576033039704636,0.1084932534870749,0.6131803250382504,False
distinct,absence of toxic / harmful content,Non-Toxicity,4,12,55,561,16,59,632,2.8,3.4502671366002753,0.0632415477304662,0.4980044328651322,False
attack success rate asr,absence of toxic / harmful content,Non-Toxicity,12,2,47,571,14,59,632,11.270516717325227,48.141106123789285,3.9662388780217364e-12,7.254250907901756e-09,True
perplexity,absence of toxic / harmful content,Non-Toxicity,7,22,52,551,29,59,632,2.7990716180371353,5.8261635269808245,0.0157895210601409,0.2305172877173998,False
alignscore,absence of toxic / harmful content,Non-Toxicity,0,11,59,562,11,59,632,0.0,2.176038365664492,0.1401748768612375,0.6716266264226144,False
chair,absence of toxic / harmful content,Non-Toxicity,0,10,59,563,10,59,632,0.0,1.976548764288413,0.1597544598875439,0.7109267813487051,False
chrf,absence of toxic / harmful content,Non-Toxicity,0,13,59,560,13,59,632,0.0,2.576033039704636,0.1084932534870749,0.6131803250382504,False
comet,absence of toxic / harmful content,Non-Toxicity,1,26,58,547,27,59,632,0.3863346104725415,1.3295185342586977,0.2488908890908484,0.740781719303381,False
cosine similarity,absence of toxic / harmful content,Non-Toxicity,3,10,56,563,13,59,632,2.550824175824176,2.2043598276491463,0.1376210146795234,0.6716266264226144,False
auroc,absence of toxic / harmful content,Non-Toxicity,0,10,59,563,10,59,632,0.0,1.976548764288413,0.1597544598875439,0.7109267813487051,False
rouge,grammaticality,Grammaticality,9,156,16,451,165,25,632,1.5920454545454543,1.2364135590414582,0.2661633696230903,0.740781719303381,False
bleu,grammaticality,Grammaticality,9,140,16,467,149,25,632,1.8234060402684564,2.0306505089350626,0.1541546138518496,0.7066385682582278,False
accuracy,grammaticality,Grammaticality,2,125,23,482,127,25,632,0.3457719958918179,2.892800008725885,0.0889761665219257,0.5847773970877063,False
exact match,grammaticality,Grammaticality,1,36,24,571,37,25,632,0.670045045045045,0.1808773297199383,0.6706203588954084,0.7714242996350326,False
moverscore,grammaticality,Grammaticality,2,17,23,590,19,25,632,2.8054919908466815,1.5735278404817867,0.2096954245363906,0.740781719303381,False
meteor,grammaticality,Grammaticality,7,53,18,554,60,25,632,3.7074074074074073,7.327638130397734,0.0067902223369271,0.1415520697596882,False
unieval,grammaticality,Grammaticality,2,19,23,588,21,25,632,2.5300207039337477,1.3049187120043673,0.2533167151560726,0.740781719303381,False
g eval,grammaticality,Grammaticality,1,22,24,585,23,25,632,1.1032608695652173,0.009379674330626,0.922846533753137,0.9445673110122814,False
bertscore,grammaticality,Grammaticality,9,124,16,483,133,25,632,2.110432330827068,3.0834961471441256,0.0790903461852296,0.5473574189432762,False
bartscore,grammaticality,Grammaticality,4,30,21,577,34,25,632,3.350140056022409,3.9535089365513025,0.0467737389655491,0.4256177540695992,False
questeval,grammaticality,Grammaticality,0,10,25,597,10,25,632,0.0,0.8137998786245777,0.3669991948991373,0.740781719303381,False
ndcg,grammaticality,Grammaticality,2,8,23,599,10,25,632,5.408695652173914,3.6690552487330583,0.0554315961151828,0.4668166391393362,False
recall,grammaticality,Grammaticality,3,54,22,553,57,25,632,1.375598086124402,0.2588275543136182,0.6109267871295889,0.7501053574024433,False
f1,grammaticality,Grammaticality,3,90,22,517,93,25,632,0.7903225806451614,0.1611740265203054,0.6880779114911245,0.7784091454845232,False
win rate,grammaticality,Grammaticality,0,22,25,585,22,25,632,0.0,1.8081753724935197,0.1787272661960953,0.739704840274116,False
precision,grammaticality,Grammaticality,1,35,24,572,36,25,632,0.6898148148148148,0.1541662006991725,0.6945853623959177,0.7832285005068641,False
spearman correlation,grammaticality,Grammaticality,2,19,23,588,21,25,632,2.5300207039337477,1.3049187120043673,0.2533167151560726,0.740781719303381,False
pearson correlation,grammaticality,Grammaticality,0,15,25,592,15,25,632,0.0,1.225722058811152,0.2682406117933133,0.740781719303381,False
bleurt,grammaticality,Grammaticality,3,29,22,578,32,25,632,2.5568181818181817,1.943858577687298,0.163250187534383,0.7177514254816988,False
qafacteval,grammaticality,Grammaticality,0,10,25,597,10,25,632,0.0,0.8137998786245777,0.3669991948991373,0.740781719303381,False
cider,grammaticality,Grammaticality,0,16,25,591,16,25,632,0.0,1.3085153561086016,0.2526636342187552,0.740781719303381,False
mrr,grammaticality,Grammaticality,1,12,24,595,13,25,632,1.983974358974359,0.3878557853699079,0.5334286506972132,0.740781719303381,False
distinct,grammaticality,Grammaticality,1,15,24,592,16,25,632,1.6041666666666667,0.1952980194479191,0.6585432222261577,0.7646842153883474,False
attack success rate asr,grammaticality,Grammaticality,0,14,25,593,14,25,632,0.0,1.143065648993465,0.2850054712308991,0.740781719303381,False
perplexity,grammaticality,Grammaticality,2,27,23,580,29,25,632,1.808095952023988,0.5762667459396729,0.4477793690960034,0.740781719303381,False
alignscore,grammaticality,Grammaticality,1,10,24,597,11,25,632,2.3522727272727275,0.5788699563913906,0.4467556031247464,0.740781719303381,False
chair,grammaticality,Grammaticality,0,10,25,597,10,25,632,0.0,0.8137998786245777,0.3669991948991373,0.740781719303381,False
chrf,grammaticality,Grammaticality,0,13,25,594,13,25,632,0.0,1.060545674689081,0.3030907622180765,0.740781719303381,False
comet,grammaticality,Grammaticality,3,24,22,583,27,25,632,3.0555555555555554,2.6472104515848938,0.1037317816908711,0.6131803250382504,False
cosine similarity,grammaticality,Grammaticality,0,13,25,594,13,25,632,0.0,1.060545674689081,0.3030907622180765,0.740781719303381,False
auroc,grammaticality,Grammaticality,0,10,25,597,10,25,632,0.0,0.8137998786245777,0.3669991948991373,0.740781719303381,False
rouge,informativeness,Informativeness,23,142,33,434,165,56,632,1.972635445362718,6.547019615120833,0.0105060000065271,0.1746861273812552,False
bleu,informativeness,Informativeness,18,131,38,445,149,56,632,1.5354998233839634,2.3464343476151246,0.125569934237866,0.640817202277556,False
accuracy,informativeness,Informativeness,8,119,48,457,127,56,632,0.6627296587926509,1.391618540910728,0.2381319569210774,0.740781719303381,False
exact match,informativeness,Informativeness,0,37,56,539,37,56,632,0.0,7.085481920560729,0.0077710918340527,0.1448738964949285,False
moverscore,informativeness,Informativeness,5,14,51,562,19,56,632,3.163054695562435,5.1589652234626175,0.0231266721563849,0.2897170094111515,False
meteor,informativeness,Informativeness,10,50,46,526,60,56,632,2.072463768115942,4.170312792246458,0.0411382042296231,0.3981046324655063,False
unieval,informativeness,Informativeness,4,17,52,559,21,56,632,2.238095238095238,2.186419532290901,0.1392326423761376,0.6716266264226144,False
g eval,informativeness,Informativeness,5,18,51,558,23,56,632,2.5959079283887467,3.671974678256027,0.0553345892583815,0.4668166391393362,False
bertscore,informativeness,Informativeness,19,114,37,462,133,56,632,1.9266409266409263,5.5188403880913395,0.0188127254092125,0.251156750171166,False
bartscore,informativeness,Informativeness,8,26,48,550,34,56,632,2.9313725490196076,7.031210059090142,0.0080101209787054,0.1450545670302208,False
questeval,informativeness,Informativeness,0,10,56,566,10,56,632,0.0,1.8711902384249328,0.1713388222700391,0.7321932381586483,False
ndcg,informativeness,Informativeness,0,10,56,566,10,56,632,0.0,1.8711902384249328,0.1713388222700391,0.7321932381586483,False
recall,informativeness,Informativeness,4,53,52,523,57,56,632,0.7759784075573548,0.280244137394452,0.5965412450931735,0.7501053574024433,False
f1,informativeness,Informativeness,9,84,47,492,93,56,632,1.109814687714482,0.0880847381251388,0.7666262822508005,0.8366106624324071,False
win rate,informativeness,Informativeness,1,21,55,555,22,56,632,0.5041322314049587,0.6261830441808509,0.42875886480456,0.740781719303381,False
precision,informativeness,Informativeness,3,33,53,543,36,56,632,0.9371069182389936,0.0133780804626609,0.9079191141203694,0.9334367957988507,False
spearman correlation,informativeness,Informativeness,2,19,54,557,21,56,632,1.0776014109347445,0.0115774640516117,0.9143140879361984,0.93842899373474,False
pearson correlation,informativeness,Informativeness,2,13,54,563,15,56,632,1.5234567901234566,0.3353085157823023,0.5625498352943243,0.740781719303381,False
bleurt,informativeness,Informativeness,3,29,53,547,32,56,632,1.0613207547169812,0.0108602364627031,0.9170007475209072,0.9406586467839256,False
qafacteval,informativeness,Informativeness,0,10,56,566,10,56,632,0.0,1.8711902384249328,0.1713388222700391,0.7321932381586483,False
cider,informativeness,Informativeness,3,13,53,563,16,56,632,2.179245283018868,1.5618426804798742,0.2113956202718786,0.740781719303381,False
mrr,informativeness,Informativeness,0,13,56,563,13,56,632,0.0,2.438702781722507,0.1183740817065223,0.6275541896847227,False
distinct,informativeness,Informativeness,7,9,49,567,16,56,632,5.5,14.316305653593403,0.0001545206227267,0.008831819342723,True
attack success rate asr,informativeness,Informativeness,0,14,56,562,14,56,632,0.0,2.628514942764028,0.1049598431932239,0.6131803250382504,False
perplexity,informativeness,Informativeness,4,25,52,551,29,56,632,1.59946949602122,0.8007348767726286,0.3708737442469844,0.740781719303381,False
alignscore,informativeness,Informativeness,0,11,56,565,11,56,632,0.0,2.060041514058669,0.1512060509392988,0.6983734019393372,False
chair,informativeness,Informativeness,6,4,50,572,10,56,632,7.464,16.900377691203545,3.9393743524519175e-05,0.0030021315377643,True
chrf,informativeness,Informativeness,0,13,56,563,13,56,632,0.0,2.438702781722507,0.1183740817065223,0.6275541896847227,False
comet,informativeness,Informativeness,0,27,56,549,27,56,632,0.0,5.125823640107561,0.0235723810797051,0.2927359582223289,False
cosine similarity,informativeness,Informativeness,2,11,54,565,13,56,632,1.7635327635327636,0.5874067883182408,0.4434236531893404,0.740781719303381,False
auroc,informativeness,Informativeness,0,10,56,566,10,56,632,0.0,1.8711902384249328,0.1713388222700391,0.7321932381586483,False
rouge,semantic correctness,Semantic Correctness,6,159,10,457,165,16,632,1.6981818181818182,1.0245340406709968,0.3114459309247491,0.740781719303381,False
bleu,semantic correctness,Semantic Correctness,7,142,9,474,149,16,632,2.5212527964205815,3.2332192210432753,0.0721587121894177,0.5321705023969562,False
accuracy,semantic correctness,Semantic Correctness,6,121,10,495,127,16,632,2.385826771653543,2.6518749560950994,0.10342784057875,0.6131803250382504,False
exact match,semantic correctness,Semantic Correctness,0,37,16,579,37,16,632,0.0,1.9561315585604369,0.1619276462563675,0.713695180418376,False
moverscore,semantic correctness,Semantic Correctness,0,19,16,597,19,16,632,0.0,0.98955706130306,0.3198506566753955,0.740781719303381,False
meteor,semantic correctness,Semantic Correctness,4,56,12,560,60,16,632,3.1777777777777776,3.353444034423834,0.0670645618882839,0.5092920873510547,False
unieval,semantic correctness,Semantic Correctness,0,21,16,595,21,16,632,0.0,1.095523619941207,0.2952505856529806,0.740781719303381,False
g eval,semantic correctness,Semantic Correctness,0,23,16,593,23,16,632,0.0,1.2018422689793329,0.2729537787706161,0.740781719303381,False
bertscore,semantic correctness,Semantic Correctness,2,131,14,485,133,16,632,0.5359828141783028,0.811661189183642,0.3676295749710734,0.740781719303381,False
bartscore,semantic correctness,Semantic Correctness,0,34,16,582,34,16,632,0.0,1.7929945627694135,0.1805617306466967,0.7397630894699759,False
questeval,semantic correctness,Semantic Correctness,0,10,16,606,10,16,632,0.0,0.5170028768013073,0.472122977111592,0.740781719303381,False
ndcg,semantic correctness,Semantic Correctness,0,10,16,606,10,16,632,0.0,0.5170028768013073,0.472122977111592,0.740781719303381,False
recall,semantic correctness,Semantic Correctness,2,55,14,561,57,16,632,1.4411027568922306,0.219404890070906,0.639493736826575,0.7570446890976088,False
f1,semantic correctness,Semantic Correctness,4,89,12,527,93,16,632,1.931899641577061,1.19097130904178,0.2751337192819695,0.740781719303381,False
win rate,semantic correctness,Semantic Correctness,0,22,16,594,22,16,632,0.0,1.148638786978052,0.2838342805288089,0.740781719303381,False
precision,semantic correctness,Semantic Correctness,2,34,14,582,36,16,632,2.3650793650793647,1.083168090681072,0.2979899120609654,0.740781719303381,False
spearman correlation,semantic correctness,Semantic Correctness,2,19,14,597,21,16,632,4.156462585034014,2.618578075143649,0.1056190478735757,0.6131803250382504,False
pearson correlation,semantic correctness,Semantic Correctness,1,14,15,602,15,16,632,2.742222222222222,0.7482898984576407,0.3870181997100276,0.740781719303381,False
bleurt,semantic correctness,Semantic Correctness,1,31,15,585,32,16,632,1.25,0.0449859505176943,0.8320298647306511,0.8796431344464514,False
qafacteval,semantic correctness,Semantic Correctness,0,10,16,606,10,16,632,0.0,0.5170028768013073,0.472122977111592,0.740781719303381,False
cider,semantic correctness,Semantic Correctness,2,14,14,602,16,16,632,5.5,3.5397611642038234,0.0599140877882984,0.4785278015930035,False
mrr,semantic correctness,Semantic Correctness,0,13,16,603,13,16,632,0.0,0.6737467977872003,0.4117483447792907,0.740781719303381,False
distinct,semantic correctness,Semantic Correctness,0,16,16,600,16,16,632,0.0,0.8312623144107641,0.3619077714552807,0.740781719303381,False
attack success rate asr,semantic correctness,Semantic Correctness,0,14,16,602,14,16,632,0.0,0.726165862446029,0.3941288118861571,0.740781719303381,False
perplexity,semantic correctness,Semantic Correctness,0,29,16,587,29,16,632,0.0,1.522934353530995,0.2171759775962536,0.740781719303381,False
alignscore,semantic correctness,Semantic Correctness,1,10,15,606,11,16,632,3.763636363636364,1.1979472626699668,0.273732340658071,0.740781719303381,False
chair,semantic correctness,Semantic Correctness,0,10,16,606,10,16,632,0.0,0.5170028768013073,0.472122977111592,0.740781719303381,False
chrf,semantic correctness,Semantic Correctness,1,12,15,604,13,16,632,3.174358974358974,0.9469818723633964,0.3304887273758655,0.740781719303381,False
comet,semantic correctness,Semantic Correctness,0,27,16,589,27,16,632,0.0,1.4155452525823655,0.234138026534567,0.740781719303381,False
cosine similarity,semantic correctness,Semantic Correctness,0,13,16,603,13,16,632,0.0,0.6737467977872003,0.4117483447792907,0.740781719303381,False
auroc,semantic correctness,Semantic Correctness,0,10,16,606,10,16,632,0.0,0.5170028768013073,0.472122977111592,0.740781719303381,False
rouge,absence of bias / stereotypes,Bias-Freeness,1,164,23,444,165,24,632,0.1230566534914361,8.524554523019125,0.0035038650603826,0.0930678369079215,False
bleu,absence of bias / stereotypes,Bias-Freeness,1,148,23,460,149,24,632,0.1409395973154362,7.140804565343668,0.0075349345461593,0.1448738964949285,False
accuracy,absence of bias / stereotypes,Bias-Freeness,8,119,16,489,127,24,632,1.9881889763779528,2.4052301909908333,0.1209303347058297,0.6313341732754845,False
exact match,absence of bias / stereotypes,Bias-Freeness,0,37,24,571,37,24,632,0.0,2.953942558633079,0.0856683300196989,0.5718517357884281,False
moverscore,absence of bias / stereotypes,Bias-Freeness,0,19,24,589,19,24,632,0.0,1.494170614542552,0.2215704912935556,0.740781719303381,False
meteor,absence of bias / stereotypes,Bias-Freeness,0,60,24,548,60,24,632,0.0,4.88624608730508,0.0270714866682566,0.316526178192585,False
unieval,absence of bias / stereotypes,Bias-Freeness,0,21,24,587,21,24,632,0.0,1.654192101264331,0.1983893227409677,0.740781719303381,False
g eval,absence of bias / stereotypes,Bias-Freeness,0,23,24,585,23,24,632,0.0,1.8147489213861765,0.1779396005315062,0.739704840274116,False
bertscore,absence of bias / stereotypes,Bias-Freeness,0,133,24,475,133,24,632,0.0,11.591718003662187,0.0006624618372375,0.0247274020470906,True
bartscore,absence of bias / stereotypes,Bias-Freeness,0,34,24,574,34,24,632,0.0,2.7075429806753633,0.0998747114419223,0.6089028240909198,False
questeval,absence of bias / stereotypes,Bias-Freeness,0,10,24,598,10,24,632,0.0,0.7806040881850058,0.3769564518146727,0.740781719303381,False
ndcg,absence of bias / stereotypes,Bias-Freeness,0,10,24,598,10,24,632,0.0,0.7806040881850058,0.3769564518146727,0.740781719303381,False
recall,absence of bias / stereotypes,Bias-Freeness,0,57,24,551,57,24,632,0.0,4.629750500327389,0.0314221327608853,0.3420443431830639,False
f1,absence of bias / stereotypes,Bias-Freeness,1,92,23,516,93,24,632,0.251986909770921,2.9240767943997605,0.087267127776948,0.5804057334692292,False
win rate,absence of bias / stereotypes,Bias-Freeness,0,22,24,586,22,24,632,0.0,1.7344033708520772,0.1878495219172478,0.740781719303381,False
precision,absence of bias / stereotypes,Bias-Freeness,0,36,24,572,36,24,632,0.0,2.871668727360571,0.0901513513144815,0.5847773970877063,False
spearman correlation,absence of bias / stereotypes,Bias-Freeness,2,19,22,589,21,24,632,2.645021645021645,1.4117096018936,0.234772796834926,0.740781719303381,False
pearson correlation,absence of bias / stereotypes,Bias-Freeness,2,13,22,595,15,24,632,3.7393939393939393,2.4022849050576007,0.1211581710331848,0.6313341732754845,False
bleurt,absence of bias / stereotypes,Bias-Freeness,0,32,24,576,32,24,632,0.0,2.5439765930599085,0.1107156291949413,0.6192626476989224,False
qafacteval,absence of bias / stereotypes,Bias-Freeness,0,10,24,598,10,24,632,0.0,0.7806040881850058,0.3769564518146727,0.740781719303381,False
cider,absence of bias / stereotypes,Bias-Freeness,0,16,24,592,16,24,632,0.0,1.2551343601349354,0.2625741032670864,0.740781719303381,False
