criterion,count
"Emphasize concrete, actionable, and measurable goals",1
Empowering,1
Empowerment,1
Empty/Ellipsis,1
Encouragement of Emotional Expression,1
Encourages Active Learning,1
Encouraging,1
Encouraging Critical Thinking,1
Encouraging Self-Exploration,1
Encyclopedic,1
Ending,1
Engage client and ask pertinent questions,1
Engagement Index,1
Engagement Preference,1
Engaging Narrative,1
English correctness,1
Enhanced Clarity,1
Enjoyment and Engagement,1
Ensure Readiness and Collaboration,1
Entailment quality,1
Entailment/Refutation verification,1
Entertaining/witty/thoughtful,1
Entity,1
Entity Error (EntE),1
Entity Linking Error,1
Entity Resolution,1
Entity-error,1
EntityE,1
Environment,1
Environment/Context,1
Environmental Alert,1
Equation Preservation,1
Equation Relevance,1
Equivalence,1
Equivocation,1
Error Detection,1
Error Propagation,1
Error Recovery,1
Error Types,1
Error categorization,1
Error classification,1
Error correction,1
Error detection,1
Error identification,1
Error location,1
Error rate,1
Error reflection in perturbation,1
Error span accuracy,1
Error type,1
Error type breakdown,1
Error type classification,1
Error types analysis,1
Errors,1
Essential action completeness,1
Establish a Trusting Foundation,1
Ethical Considerations,1
Ethical Safety,1
Event,1
Event Integrity,1
Event saliency,1
Event-level Similarity,1
Event-relevance,1
Evidence Inference factuality,1
Evidence Support,1
Evidence attribution,1
Evidence relevance,1
Evident Baseless Info,1
Evident Conflict,1
Evocation,1
Evoking Change Talk,1
Exact Match Accuracy,1
Exact location name,1
Exact match,1
Exact target phrase presence,1
Example Usage,1
Example faithfulness,1
Excellent,1
Exclusion,1
Executable,1
Expectation Fulfillment,1
Expectation intervals matching evaluative polarity,1
Experience,1
Expert Generation Satisfaction,1
Expertise Quality,1
Explainability,1
Explanation Accuracy,1
Explanation Quality,1
Explanation Validity,1
Explanation adds new useful information,1
Explanation fidelity,1
Explanation parsing correctness,1
Explanation quality,1
Explicit,1
Explicit Supported,1
Exploration of Thoughts and Narratives,1
Expressed emotions,1
Expressed in Text,1
Expression Coherence,1
Expression Diversity,1
Expressiveness and Coherence,1
Extension of Ideas Beyond the Given Passage,1
External citations,1
External knowledge error,1
External tools,1
Extracted values correctness,1
Extraction correctness,1
Extraneous load,1
Extraversion,1
Extrinsic Error,1
Extrinsic Information,1
F1,1
F1 intersection between predicted and correct answer span (for SQuAD),1
F1-Score,1
FIN,1
FOCUS,1
FRS,1
Fact Authenticity,1
Fact Content,1
Fact Contradiction,1
Fact Correctness,1
Fact Faithfulness,1
Fact Usage,1
Fact Validity,1
Fact completeness,1
Fact vs opinion,1
Fact-conflicting,1
Factness,1
Factual Alignment,1
Factual Completeness,1
Factual Hallucination,1
Factual Soundness,1
Factual accuracy of Given Facts,1
Factual errors,1
Factual hallucinations,1
Factual support,1
Factual-Correctness,1
Factuality and creativity,1
Fair,1
Fairness and Consistency,1
Faithful,1
Faithfulness to Claim,1
Faithfulness to Evidence,1
Faithfulness to Hate Speech,1
Fake fictional entities,1
False,1
False Attribution,1
False Concatenation,1
Falsification,1
Fascination,1
Feature incorporation,1
Feedback Helpfulness,1
Feedback Style,1
Feedback incorporation,1
Feedback quality,1
Feeling of voice,1
Feelings or opinions,1
Fidelity Quality,1
Fidelity-C,1
Fidelity-W,1
Field validity,1
Figurative language,1
Final Answer Correctness,1
Final answer correction,1
Final rating (1-5),1
Financial and Material Benefits,1
Fit to article,1
Fitting,1
Flashback Accuracy,1
Flexible,1
Flip Rate,1
Fluency/Coherence,1
Fluent,1
Follow-Up,1
Follow-up (continue conversation),1
Follow-up (inquire further),1
Following,1
Font Style Similarity,1
Form errors,1
Formality/Code-mixing level,1
Formalization Correctness,1
Format,1
Format Adherence,1
Format Compliance Error,1
Format Correctness,1
Format adherence,1
Format correctness,1
Formatting Errors,1
Formula correctness,1
Forward-Compatibility,1
Frame labeling accuracy,1
Frame-related Questions,1
Framing,1
Free-text Description Similarity,1
Frustration,1
Fulfillment,1
Full compliance,1
Full refusal,1
Full support,1
Fun,1
Function fairness,1
Function transparency,1
Function trust,1
Function understanding,1
Functional Execution,1
Fusion,1
GA,1
GM,1
GOAL,1
GPS coordinates,1
GRAMMATICALITY,1
Gap Acknowledgment,1
Gender,1
Gender Accuracy,1
Gender Correctness,1
Gender Stereotypes,1
Gender assignment,1
Gender bias,1
Gender dimension classification accuracy,1
Gender perception agreement,1
Gender representation,1
Gender-Age Consistency,1
General equivalence,1
Generalizability,1
Generalization,1
Generation Format Error,1
Generation in a related language,1
Generic frame relatedness,1
Germane load,1
Gibberish,1
Gibberish Detection,1
Globally Irrelevant Slide,1
Goal,1
Goal Completion Rate,1
Goal Description Quality,1
Goal congruence,1
Goal sensitivity,1
Goal understanding,1
Goal validity,1
Goal-task alignment,1
Gold answer quality,1
Good Faith,1
Good alternative to mouse and keyboard,1
Good match for intended purpose,1
Good opening speech,1
Good response percentage,1
Good/Bad coherence,1
Good/Bad judgment,1
Grade Complexity Distinction,1
Grading accuracy,1
GramE,1
Grammar & linguistics,1
Grammar Correctness,1
Grammar Error,1
Grammar Error (GramE),1
Grammar and Content Quality,1
Grammar and Fluency,1
Grammar and Usage,1
Grammar and fluency,1
Grammar and vocabulary,1
Grammar/Spelling,1
Grammatical Accuracy,1
Grammatical Errors,1
Grammatical accuracy,1
Grammatical consistency,1
Grammatical quality,1
Grammatical validity,1
Granular,1
Granular Consistency,1
Graph Correctness,1
Graph Representation,1
Graph quality,1
Grounded,1
Grounding & Specificity,1
Grounding faithfulness,1
Group framing,1
Group reference,1
Guess,1
Guided Questioning,1
HIPAA applicability,1
HIT@1,1
HalE,1
Hallucinated,1
Hallucinated Entities,1
Hallucinated Relations,1
Hallucination Category,1
Hallucination Orientation,1
Hallucination awareness,1
Hallucination detection,1
Hallucination detection (binary),1
Hallucination identification,1
Hallucination type classification (category),1
Hallucinatory Knowledge,1
Happiness with final story,1
Hard NEI,1
Harmful,1
Harmful content,1
Harmful intent,1
Harmfulness rating,1
Harmless,1
Harmless query,1
Harmonicity,1
Hate Speech,1
Hateful Intent Preservation,1
Headline appropriateness,1
Helpfulness & Instruction-Following,1
Helpfulness for assessing goal likelihood,1
Helpfulness for judging when to trust AI,1
Helpfulness for new ideas,1
Helpfulness of retrieved knowledge,1
Hierarchical relation,1
High Risk,1
High-overlapping non-translatable text,1
Highly misleading,1
Hint,1
Hints Used,1
Historical information comprehensiveness and accuracy,1
History Contradiction,1
History Taking Ability,1
History required,1
Honest,1
Honorific preference,1
Hop Match,1
Human Guess Accuracy,1
Human Intervention,1
Human Overall impression,1
Human Performance,1
Human conversational alignment,1
Human likeness,1
Human likeness identification,1
Human vs AI author identification,1
Human vs AI classification,1
Human vs Bot classification,1
Human vs machine classification,1
Human vs. LLM preference,1
Human-Centered Communication,1
Human-Likeness Score,1
Human-like quality,1
Human-likeness rating,1
Human-origin,1
Human-written vs machine-distorted detection,1
Humanistic Care,1
Humanlike,1
Humanlikeness,1
Humor,1
Hyperbole,1
Hyperbolicity,1
Hypothesis Faithfulness,1
Hypothesis completeness,1
IILN,1
IRSO,1
Identification accuracy,1
Identification of Misleading Spans,1
Identification time,1
Identifies impactful aesthetic elements,1
Ideological appropriateness,1
Ignore,1
Ignoring Demographic Characteristics,1
Illegal Activities,1
Illogical/Incoherent Text,1
Illustrations,1
Image Groundedness,1
Image Quality,1
Image quality,1
Image-Instruction Relevance,1
Image-Text,1
Image-response,1
Image-text consistency,1
Image-text correlation,1
Imitativeness,1
Immersion,1
Immersion and Setting,1
Immorality,1
Impact,1
Impersonation,1
Implicit,1
Implicit Need Alignment,1
Implicit Supported,1
Imprecise Answer,1
Improvement Areas Selection,1
In-group relevance,1
Inaccuracy,1
Inaccuracy Negation,1
Inaccurate,1
Inaccurate Predictions,1
Included (neighboring sub-concept),1
Including (neighboring parent concept),1
Inclusion,1
Inclusiveness,1
Incoherent,1
Incomplete Content,1
Incomplete Coverage,1
Incomplete Element,1
Incomplete Information,1
Incomplete branches,1
Incomplete fact identification,1
Incompleteness,1
Incomprehensible,1
Inconsistent/Conflicting Information (InconE),1
Incorrect (Hallucination),1
Incorrect (Relevant),1
Incorrect Argument Type,1
Incorrect Definitions,1
Incorrect Judging,1
Incorrect execution,1
Incorrect location,1
Incorrect name,1
Incorrect sense translation,1
Incorrect severity,1
Incorrect slot mentions,1
Incorrect variable extraction,1
Incorrectness to the Constraint,1
Independence,1
Independent CS,1
Ineffective Summarization,1
Inferability,1
Information Adequacy,1
Information Completeness,1
Information Comprehension,1
Information Conveyance,1
Information Precision,1
Information Redundancy,1
Information Safety,1
Information Sharing,1
Information Support,1
Information content,1
Information coverage,1
Information need satisfaction,1
Information non-leakage,1
Information provision,1
Information selection,1
Information sufficiency,1
Information volume (informativeness),1
Informational,1
Informational bias,1
Informativeness of the Suggestions,1
Ingredient usage,1
Initiating Capability,1
Innovativeness,1
Inoffensiveness,1
Input-faithfulness,1
Insertion errors,1
Insight,1
Insightful for decision process,1
Inspiring,1
Instance difficulty,1
Instruction Adherence,1
Instruction Clarity,1
Instruction Complexity,1
Instruction Fulfillment,1
Instruction Quality,1
Instruction Suitability,1
Instruction adherence,1
Instruction appropriateness,1
Instruction following,1
Instruction-Related,1
Instruction-Unrelated,1
Insufficient Classification,1
Insufficient Interaction Coverage,1
Intelligence,1
Intended Meaning,1
Intent Coverage Rate,1
Intent Identification,1
Intent consistency,1
Intent following,1
Intention Following,1
Inter-Table Relevance,1
Inter-annotator agreement,1
Inter-annotator reliability,1
Interaction,1
Interaction Experience,1
Interaction Quality,1
Interaction Rounds,1
Interaction/Action Accuracy,1
Interactive Engagement,1
Interactiveness,1
Interest generation,1
Interesting/Creative,1
Intermediate reasoning correctness,1
Internal consistency,1
Interpersonal Behavior Correctness,1
Interpretiveness,1
Interrogative Sentence,1
Intersection,1
Intervention,1
Intervention factuality,1
Intimacy,1
Intra-sentence Contradiction,1
Intrinsic Error,1
Intrinsic load,1
Invalid,1
Invented,1
Invisibility,1
IoU,1
Irrelevant Content,1
Is Appositive,1
IsCentralClaim,1
IsCheckWorthy,1
IsMalicious,1
Issue Clarification,1
Issue spotting,1
Issue-specific frame relatedness,1
Jailbreak detection accuracy,1
Jargon,1
Journalistic Ethics,1
Jump in Reasoning,1
KNO,1
KP Extraction Coverage,1
KP Precision,1
KP Recall,1
KP Redundancy,1
Key,1
Key Events,1
Key information retention,1
Keyword correctness,1
Knowledge Consistency,1
Knowledge Existence,1
Knowledge Preservation,1
Knowledge Quality,1
Knowledge Relevance,1
Knowledge Usage,1
Knowledge coverage,1
Knowledge of Theorem,1
Knowledge-Accuracy,1
Knowledge-Exposure,1
Knowledge-Hallucination,1
Knowledge-relevance,1
Known words,1
L1 Reason Agreement,1
LAcc,1
LCR,1
LGBTQ+ Inclusiveness,1
LGBTQ+ Support Networks,1
LLM authorship,1
LLM judgment correctness,1
Label Ambiguity,1
Label agreement,1
Label certainty,1
Label correctness,1
Label preservation,1
Label-Consistency,1
Lack of Alternatives,1
Lack of Empathy,1
Lack of Information,1
Lack of Relevance to Harmful Question,1
Language Coherence,1
Language Consistency,1
Language Correctness,1
Language Delivery,1
Language Expression,1
Language Grounding,1
Language Model errors,1
Language Originality and Diversity,1
Language Relevance,1
Language Understanding,1
Language Usage,1
Language and Rhetoric,1
Language appropriateness,1
Language coherency,1
Latency,1
Layness,1
Layout,1
Layout Organization,1
Layout articulation,1
Leader election outcomes,1
Legal Accuracy,1
Legal Meaning Preservation,1
Legal Relevance,1
Legal/Contextual Understanding,1
Lesion Features,1
Less Toxic,1
Level of details,1
Levenshtein edit distance,1
Lewdness,1
Lexical Change,1
Lexical Cohesion,1
Lexical bias,1
Lexical errors,1
Life Information,1
Lightweight Pyramid score,1
Likeability,1
Likelihood,1
Likelihood of accepting prediction,1
Likeness,1
Likert rating,1
Liking,1
Line-breaking,1
Linguistic Accuracy,1
Linguistic Correctness,1
Linguistic Error,1
Linguistic Match,1
Linguistic Quality,1
Linguistic appropriateness,1
Linguistic correctness,1
Link Error,1
LinkE,1
Linking errors,1
List precision,1
List recall,1
Listenability,1
Listener/inquisitive,1
Listening,1
Listening and Empathy,1
Listening-effort,1
Literal,1
Literal Comprehension,1
Literal Translation,1
Literal meaning reflection,1
Literary devices,1
Literature Review,1
Locale Convention,1
Locale convention,1
Location Correctness,1
Logic Fluency,1
Logic Soundness,1
Logic and Structure,1
Logical Consistency,1
Logical Correctness,1
Logical Error,1
Logical Flow,1
Logical Reasoning,1
Logical Reasoning Errors,1
Logical Relevance,1
Logical Rigor,1
Logical Self-Consistency,1
Logical Soundness,1
Logical Validity,1
Logical conclusion correction,1
Logical consistency,1
Logical correctness of thoughts,1
Logical errors,1
Logical inconsistency,1
Logical operator usage,1
Logical reasoning,1
Logical self-consistency,1
Logical soundness,1
Logical validity,1
Logically Correct,1
Logically Incorrect,1
Logo Placement Score,1
Long-Answer Adequacy,1
Loss,1
Loudness balance,1
Low-Quality Reasoning and Planning,1
Low-quality translation,1
MCQ option quality,1
MCoT Correctness,1
METAPHORICITY,1
METEOR,1
MP correctness,1
Main Issues,1
Main Question correctness,1
Main concept relevance,1
Major Accuracy/Omission,1
Major Setback,1
Makes sense,1
Making Sense,1
Malevolence,1
Malicious intent,1
Management,1
Manner,1
Mapping accuracy,1
Match in form or semantics,1
Match preference,1
Matching Rate,1
Mathematical calculation correctness,1
Mathematical correctness,1
Mathematical errors,1
Mathematical expression correctness,1
Meaning Adequacy,1
Meaning Equivalence,1
Meaning-preserving phrasing differences,1
Meaningfulness of dialogue content,1
Medical Factual Error,1
Medical Harmfulness,1
Medical Interviewing Skills,1
Meeting User Needs,1
Melody-Lyric Compatibility,1
Memorability,1
Memory-injection Ability,1
Mental Demand,1
Mental Health Scores,1
Mental Status,1
Mental demand,1
Merging decision for clusters,1
Metacognition,1
Metaphorical Effectiveness,1
Metaphoricity,1
Method name appropriateness,1
Metric correctness,1
Mid-Generation Collapse,1
Min-Edits,1
Mini-story presence,1
Minimal shortcut information,1
Minimal-Edits,1
Minor similarity,1
Mirrored Challenging Aspects,1
Mis-Referencing,1
Misaligned,1
Misconception,1
Misinformation Accommodated,1
Misinformation Rejected,1
Mispronounced/Incorrect characters,1
Miss-corrections,1
Missed Entities,1
Missed Relations,1
Missed slot mentions,1
Missing,1
Missing Element,1
Missing Information,1
Missing Information/Reference about Event/Object (RefE),1
Missing comparandum,1
Missing correct answer annotations,1
Missing fact identification,1
Missing information,1
Missing reasoning,1
Missing variables,1
Mistake identification,1
Mistake location,1
Mistranslation distinction,1
Mistranslations,1
Mocking,1
Modality,1
Modality detection (verbal/visual/both),1
Modality-conflicting,1
Model failure detection,1
Model response acceptability for error-handling tasks,1
Modern-adaptability,1
Moral Identification,1
"Moral foundation relevance (Authority, Care, Fairness, Loyalty, Purity)",1
Moral rationale presence,1
Morality,1
Morality Threat,1
More Coherent,1
More Difficult,1
More Fluent,1
Morphological correctness,1
Morphological errors,1
Motion,1
Motion Understanding,1
Motivates and Stimulates Student Curiosity,1
Motivational interviewing,1
Multi-Aspect Coverage,1
Multi-hop,1
Multi-turn Coherence,1
Multilingualism,1
Multiple Recollection,1
NE tag correctness,1
NON_ENGLISH,1
NPOV,1
NSFW,1
NVC/VC communication types,1
Name,1
Name (named entities),1
Name patterns,1
Named Entity Translation,1
Named entity error,1
Naming,1
Narrative,1
Narrative Completeness,1
Narrative Progression,1
Narrative Quality,1
Nativeness,1
Natural Hallucinations,1
Natural pauses,1
Naturalness (most natural answer first),1
Naturalness and Fluency,1
Naturalness of Keyword,1
Naturalness of turn-taking,1
Nature,1
Near perfect translation,1
Necessity,1
Necessity of included information,1
Necessity of multimodal context,1
Needs Caution,1
Needs Google,1
NegE,1
Negation Error,1
Negation for previous output from itself,1
Negation for the target knowledge,1
Negative Helper Evaluations,1
Negative regard,1
Negative sentiment,1
Negotiation Equity,1
Negotiation performance,1
Neighborhood,1
Neuroticism,1
Neutral Tone,1
New Information,1
New Information Introduced (NII),1
No Conclusion (NC),1
No Duplicate Steps,1
No External Knowledge,1
No Match,1
No Missing Steps,1
No Redundant Steps,1
No Strategy,1
No addition,1
No omission,1
No support,1
No unnecessary repetition,1
No-misleading,1
Node Accuracy,1
Node Content Accuracy,1
Node Relevance,1
Non-Translation,1
Non-Verifiable,1
Non-factual,1
Non-inference,1
Non-judgmental and Accepting Attitude,1
Non-repetition,1
Non-rephrased content,1
Non-toxicity relevance,1
Non-translatable content,1
Non-verifiable hallucinations,1
None of the above,1
None-Applies,1
Norm C,1
Not Checkable (impractical facts),1
Not Enough Information,1
Not Hallucinated,1
Not Match,1
Not a language,1
Not an Error (NE),1
Not contradictory,1
Not relevant,1
Not-supported,1
Novelty/Serendipity,1
Nuanced Meaning Shift,1
Nuanced emotional transitions,1
Number,1
"Number (ordinal, cardinal, etc)",1
Number Error,1
Number Preservation,1
Number error,1
Number of Attempts,1
Number of Shapes,1
Number of planning rounds,1
Number of submissions,1
Numerical Accuracy,1
O-simplicity,1
OTHER,1
Obfuscation,1
Object Affordance,1
Object Identification,1
Object Localization and Inference,1
Object Recognition,1
Object hallucination,1
Object inclusion,1
Object presence,1
Object state reasonableness,1
Objective Description,1
Objectives,1
Objectivity,1
Off Target,1
Off-Prompt,1
Offending User,1
Offensive,1
Offensiveness Level,1
Omission Degree,1
Omission of communication/followup,1
Omission of comparison,1
Omission of finding/interpretation,1
Omission of reference to prior report,1
Omissions,1
Omitted condition,1
On-Topic,1
Open-ended Questioning,1
Opinion,1
Opinion Consistency,1
Opinion consensus,1
Opinion-clarity,1
Opponent modeling,1
Opportunity,1
Opportunity Harm,1
Opposite,1
Option validity,1
Order Correct,1
Ordering,1
Original,1
Originality/Creativity,1
Oscillatory Hallucinations,1
Other (nonsensical text),1
Other Error (OthE),1
Other Errors,1
Other error,1
Other errors,1
Other human-like qualities,1
Others,1
Out of Article Error (OutE),1
Out-of-Bound Element,1
Out-of-scope,1
OutE,1
Outcome,1
Outcome factuality,1
Outdated hallucinations,1
Outdatedness,1
Output Quality,1
Output-faithfulness,1
Outside Information Presence,1
Over Simplification,1
Over-Applies,1
Over-correction,1
Over-reliance on Visual Information,1
Over-specified,1
Overall API call correctness,1
Overall Appropriateness,1
Overall Assessment,1
Overall Chart Data Quality,1
Overall Diversity,1
Overall Experience,1
Overall Fit,1
Overall Impression,1
Overall Perceived Quality,1
Overall Persuasiveness,1
Overall Ranking,1
Overall Rating,1
Overall Social Intelligence,1
Overall Usefulness,1
Overall adequacy,1
Overall clarity,1
Overall coherence,1
Overall conversation quality,1
Overall experience,1
Overall impression,1
Overall narration quality ranking,1
Overall naturalness,1
Overall response quality,1
Overall satisfaction,1
Overall therapeutic effectiveness,1
Overall translation quality,1
Overclaim,1
Overfitting,1
Overgeneralization,1
Overgeneration,1
Overlap,1
Overly Broad Predictions,1
Overly Wordy or Lengthy,1
Overview Score,1
Own Voice,1
PICO,1
PII leakage,1
PLAUSIBILITY,1
POI Relevance,1
POS accuracy,1
POS errors,1
Pairwise Preference,1
ParE,1
Paragraph relevance,1
Parameter Alignment,1
Parameter mapping correctness,1
Paraphrase,1
Paraphrase Quality,1
Paraphrase quality,1
Paraphrasing Variety,1
Partial,1
Partial Answer,1
Partial correctness,1
Partial inference,1
Partial overlap,1
Partial refusal,1
Partial support,1
Partially Correct,1
Partially Supported,1
Partially Supportive,1
Particulars Error,1
Partner Contradiction,1
Passage Dependence,1
Passage Independence,1
Passage Reference Avoidance,1
Passage accuracy,1
Passage completeness,1
Patch correctness,1
Path Granularity,1
Patient Education,1
Pedagogical value,1
Perceived Truth,1
Perceived Utility,1
Perceived aggressiveness,1
Perceived collaboration,1
Perceived influence,1
Percentage of arguments addressed,1
Perception Error,1
Perfect translation,1
Performance,1
Performance gap investigation,1
Persona-Behavior,1
Persona-Utterance,1
Personal,1
Personal Privacy,1
Personal and Sociocultural Circumstances,1
Personality,1
Personality Traits,1
Personalness,1
Perspective Deviation (PD),1
Perspective Diversity,1
Persuasion level,1
Perturbation validity,1
Phonetic plausibility,1
Physical Demand,1
Physical actions,1
Physical harm,1
Physical reality alignment,1
Pitch,1
Placement of TOW sequences,1
Player Influence,1
Plot Coherence,1
Plot Completeness,1
Plot and Structure,1
Pluralistic Representation,1
Pluralistic values,1
Poetic Diction,1
Poetic Structure,1
Poetic style,1
Poeticity,1
Point of No Return,1
Polarity,1
Policy Consistency,1
Politeness Correctness,1
Politeness correctness,1
Political leaning change,1
Political stance,1
Population,1
Population factuality,1
Position Error,1
Positive Tone,1
Positive stereotype presence,1
Positive-Negative Aspect,1
Positivity,1
Post-editing accuracy (HTER),1
Post-editing effort,1
Potential Social Context,1
Potential as immediate teaching resources,1
Practical usefulness,1
Practicality,1
Practicality of the Content,1
Pre-Failure Step Success Rate,1
Preachiness Intensity,1
PredE,1
Predicate Error,1
Predicate Error (PredE),1
Predicate Search Error,1
Predicate completeness,1
Predicate usage,1
Preference Agreement,1
Preference Alignment,1
Preference Information,1
Preference selection,1
Preferences,1
Premises correct,1
Premises relevant,1
Preposition usage,1
Prerequisite adequacy,1
Presence of Failure Modes,1
Presence of Fear,1
Presence of all correct key/value pairs (for NER),1
Presence of extraneous information,1
Presence of newly introduced bias,1
Presence of noise phrases,1
Presence of political position,1
Presence of positive/negative words,1
Presence of target style feature in positive examples,1
Presentation Quality,1
Presupposition,1
Prevalence,1
Principle Following,1
Privacy leakage,1
Privacy leakage level,1
Privacy preservation,1
ProE,1
Probability of meaning given utterance,1
Problem-Solving Relevance,1
Procedure,1
Profanity Detection,1
Professional Capability Evaluation,1
Professional background alignment,1
Professional expression,1
Professional tone,1
Professionalism,1
Professionality,1
Program Accuracy,1
Progress Completeness,1
Progression,1
Progressiveness,1
Prompt consistency,1
Prompt relevance,1
Pronoun Consistency,1
Pronoun Ellipsis,1
Pronoun Error,1
Pronoun usage,1
Proof Correctness,1
Propaganda influence,1
Proper point allocation,1
Prosody Errors,1
Providing guidance,1
Psychological Complexity,1
Psychotherapeutic Approach Consistency,1
Pun,1
Pun Success,1
Pyramid Score,1
Q,1
QA,1
QA Recovery,1
QUALIFIERS,1
Quality (authenticity),1
Quality (consistency),1
Quality (good/bad),1
Quality Control,1
Quality as structured draft materials,1
Quality improvement,1
Quality of Alternatives,1
Quality of Re-planning Rationale,1
Quality of local and global dialogues,1
Quality progression,1
Quantifier accuracy,1
Quantitative Information,1
Query-specific property annotation,1
Question Act Accuracy,1
Question Answering Accuracy,1
Question Clarity,1
Question Clearness,1
Question Concluding,1
Question Correctness,1
Question Difficulty,1
Question Fluency,1
Question Misunderstanding,1
Question Rationality,1
Question Relevance,1
Question Relevancy,1
Question clarity,1
Question quality rating,1
Question type,1
Question-Answer Congruence,1
Question-Insight Completeness,1
Questioning Skills,1
Quotes/News-Reporting,1
REASON,1
REL,1
ROT relevance to Cultural Atlas,1
ROUGE,1
RR,1
Racism,1
Range accuracy,1
Rank,1
Rank-wise precision,1
Rating congruence,1
Rating sensitivity,1
Rational,1
Rationale,1
Rationale Consistency,1
Rationale Localization,1
Rationale correctness,1
Rationale for Alternatives,1
Rationale grounded in context,1
Re: number of redundant questions,1
Readability improvement,1
Reading time vs listening time,1
Ready as Training Partner,1
Real Knowledge,1
Realism of Client,1
Realism of Counselor,1
Realistic Threat,1
Realistic Views,1
Reality,1
Realness,1
Realness/human-likeness,1
Reasonable,1
Reasonable NEI,1
Reasoning Coherence,1
Reasoning Consideration of Options,1
Reasoning Consistency,1
Reasoning Depth,1
Reasoning Evidence-Based Reasoning,1
Reasoning Faithfulness,1
Reasoning Logical Flow,1
Reasoning Performance,1
Reasoning Step Completeness,1
Reasoning Step Order,1
Reasoning Usefulness,1
Reasoning correctness,1
Reasoning pattern differences,1
Reasoning quality,1
Reasoning step correction,1
Reassuring,1
Recognition Error,1
Recognition of alternative correct solutions,1
Recollection,1
Recommend to Novices,1
Recommendation quality,1
Reconnecting,1
Redundancy/verbosity,1
Redundant,1
Reference Correctness,1
Reference answer quality,1
Reference correctness,1
Reference resolution accuracy,1
Referential Clarity,1
Referential clarity,1
Referential success,1
Refinement,1
Reflection Efficiency,1
Reflection of social stereotypes,1
Reflectiveness,1
Refusal to Respond to Harmful Input,1
Refusal to answer,1
Refusal/Compliance,1
Refuse And Leak,1
Register,1
Regular pattern,1
Related to Harmful Input,1
Related to dialogue,1
Related to sarcasm,1
Relatedness (instruction following),1
Relation,1
Relation capture,1
Relation correctness (paraphrase vs contradiction),1
Relation to seed norm,1
Relation-error,1
Relational,1
Relationship Type,1
Relative Sensitivity,1
Relevance (absence of irrelevant/misleading information),1
Relevance (vehicle to property),1
Relevance (vehicle to topic),1
Relevance and Focus,1
Relevance of stereotypes,1
Relevance of the Content,1
Relevance to Aspect,1
Relevance to Context,1
Relevance to Text Input,1
Relevance to Triplet,1
Relevance to context,1
Relevance to image,1
Relevant C,1
Reliable,1
Reliance decision,1
Religious,1
Religious Injection,1
Reordering,1
Repeat,1
Repeat Reasoning,1
Repeated,1
Repeated slot mentions,1
Repetition (RepE),1
Repetition count,1
Repetition of TOW sequences,1
Repetition/Deletion Errors,1
Repetitive,1
Replacement,1
Representativeness,1
Research Idea Consistency,1
Resembled Past Case,1
Resembled Typical Case,1
Resolution,1
Resonance naturalness,1
Respect client autonomy and build rapport,1
Respects Guided Questions,1
Responding Capability,1
Response,1
Response Appropriateness,1
Response Completeness,1
Response Diversity,1
Response Fluency,1
Response Rate,1
Response diversity,1
Result correctness,1
Retention accuracy,1
Retrieval Error,1
Reusability,1
Revealing of the answer,1
Reversion capability,1
Reversion to original knowledge,1
Revision Cost,1
Rewards,1
Rewrite easier,1
Rewrite understanding,1
Rhetoric,1
Rhyme,1
Rhythm,1
Right Premise Right Conclusion (RR),1
Right Premise Wrong Conclusion (RW),1
Right Time,1
Risk level classification,1
Risk to humanity,1
Risk to society,1
Robotic,1
Role Adherence,1
Role Appropriateness,1
Role Choice,1
Role Confusion,1
Role Consistency,1
Role Knowledge,1
Role Language,1
Role agreement,1
Role of Speaker,1
Role-Adherence,1
Role-Playing Consistency,1
Rounding/precision error,1
Rubric agreement,1
Rule adherence,1
SCU presence,1
SEC,1
SIGNIFICANCE,1
SINGLE ASPECT,1
SINGLE-ASPECT,1
SINGLEASPECT,1
SMART goal achievement,1
SOC,1
SOURCE_DOMAIN_EVOCATION,1
SQL correctness,1
SQL parse correctness,1
SRC-STI,1
STANCE CLARITY,1
Safe,1
Safety (safe vs unsafe),1
Safety classification (safe vs unsafe),1
Safety label preservation,1
Same Meaning,1
Same information,1
Sarcasm,1
Sarcasticness,1
Satisfactoriness,1
Satisfy Constraint,1
Scenario Coherence,1
Scenario and mapping consistency,1
Scenario consistency,1
Scenario plan validity,1
Scheme Appropriateness,1
Score invariance,1
Scoring rubric quality,1
Script-following,1
Secret,1
Section appropriateness,1
Security,1
Security Target Validity,1
Seemed emotionally intelligent,1
Seems trustworthy,1
Segment Quality,1
Segmentation Similarity,1
Selection Error,1
Selection for Feedback,1
Self-Containment,1
Self-contained,1
Self-containment,1
Self-disclosure Level,1
Self-nomination frequency,1
Self-reference,1
Semantic,1
Semantic Accuracy,1
Semantic Appropriateness,1
Semantic Coherence,1
Semantic Completeness,1
Semantic Comprehensibility,1
Semantic Congruence,1
Semantic Coverage,1
Semantic Drift,1
Semantic Equivalence,1
Semantic Fidelity,1
Semantic Fit,1
Semantic Frame,1
Semantic Integrity,1
Semantic Levels,1
Semantic Parsing Accuracy,1
Semantic Preservation,1
Semantic Relevance,1
Semantic Shift,1
Semantic accuracy,1
Semantic accuracy of slot mentions,1
Semantic adequacy,1
Semantic clarity,1
Semantic completeness,1
Semantic content consistency,1
Semantic correctness,1
Semantic errors,1
Semantic informativeness,1
Semantic overlap,1
Semantic patterns,1
Semantic preservation,1
Semantic proximity,1
Semantic quality,1
