criterion,count
Personal and Sociocultural Circumstances,1
Personality Traits,1
Personality trait scores,1
Personalization & Empathy,1
Personalness,1
Perspective Deviation (PD),1
Persuasion techniques,1
Phonetic features,1
Physical reality alignment,1
Plagiarism detection,1
Plan Making,1
Plan quality,1
Planning quality,1
Plausible,1
Plausible Error,1
Plot,1
Plot and Structure,1
Plot consistency,1
Pluralistic Representation,1
Pluralistic values,1
Poeticity,1
Poeticness,1
Politeness Significance,1
"Politeness strategy labeling (positive politeness, negative politeness, off-record, bald-on-record)",1
Political Lean,1
Political leaning (Biden vs. Trump),1
Population factuality,1
Position addition correctness,1
Positioning inaccurate context,1
Positive/negative sentiment,1
Positivity,1
Potential,1
Potential to introduce new bugs,1
Practicality,1
Predictability of Outcome,1
Preference Ranking,1
Preference for plain statements,1
Preference for strengtheners,1
Preference for weakeners,1
Preference on response A or B or tie,1
Presence of Gesture,1
Presence of personally identifiable information,1
Presence of sensitive data,1
Presence of stereotype or counter-stereotype text spans,1
Presentation,1
Presentation Quality,1
Preservation of necessary information,1
Privacy,1
Privacy Respect,1
Privacy leakage,1
Privacy violation detection,1
Problem Complexity,1
Problem breakdown,1
Problem-Solving,1
Problem-solving relevance,1
Problematic Content,1
Processing,1
Professional expertise,1
Professional terminology,1
Professional tone,1
Professionalism,1
Proficiency,1
Profile coverage,1
Programming language,1
Prompt hacking technique classification,1
Providing guidance,1
Q,1
QUALIFIERS,1
Quality (good/bad),1
Quality improvement,1
Quality of generated responses,1
Quality preservation,1
Quantitative Evidence Presence,1
Quantitative Information,1
Question Clarity,1
Question Concluding,1
Question Relevance,1
Question answering accuracy,1
Question validity,1
Question&Answer Consistency,1
Question&Answer Difficulty,1
Question&Answer Relevance,1
Questioning Effectiveness,1
Questioning Skills,1
REASON,1
REL,1
RR,1
Racism,1
Ranking correctness,1
Rationale Localization,1
Rationale alignment,1
Rationale for decision,1
Real Knowledge,1
Real-world Application,1
Realism,1
Realistic Threat,1
Reasonable,1
Reasonableness of descriptions,1
Reasonableness of the explanation,1
Reasoning Aggregation,1
Reasoning Correctness,1
Reasoning Effective Info Inclusion,1
Reasoning Error,1
Reasoning Evidence-Based Reasoning,1
Reasoning Expansion,1
Reasoning Initialization,1
Reasoning Integrity,1
Reasoning Level,1
Reasoning Logical Flow,1
Reasoning Path Quality,1
Reasoning Usefulness,1
Reasoning coherence,1
Reasoning completeness,1
Reasoning correctness,1
Reasoning depth,1
Reasoning errors,1
Reasoning proficiency,1
Reasoning quality,1
Reassuring,1
Recipient roles,1
Recognition of alternative correct solutions,1
Reconnecting,1
Reconstruction-necessity,1
Redundant information,1
Reference Correctness,1
Reference error,1
Reference object usage,1
Refinement,1
Reflection Efficiency,1
Reflection of Pluralistic Perspectives,1
Reflectiveness,1
Refusal Detection,1
Refusal behavior,1
Refusal detection,1
Refusal to generate harmful content,1
Refusal type classification,1
Refusal vs. compliance,1
Refusal/Compliance,1
Refusal/abstention,1
Regression risk,1
Relatedness (instruction following),1
Relatedness to ground truth,1
Relational,1
Relationship Type,1
Relevance of Changes,1
Relevance of retrieved knowledge,1
Relevance to context,1
Relevance to query,1
Relevance to standard answer,1
Relevance to task,1
Relevance to the Task,1
Relevant recommendations,1
Religious Injection,1
Repair correctness,1
Repetitions between current and history replies,1
Representation of Values,1
Reproducibility,1
Reproduction capability,1
Required Skill Level,1
Requirement priority fulfillment,1
Resolution,1
Respects Guided Questions,1
Responding,1
Response,1
Response Completeness,1
Response Correctness,1
Response correctness,1
Response diversity and integrity,1
Response to Feedback,1
Restricted information,1
Retrieval accuracy,1
Revealing of the answer,1
Rewards,1
Rhetoric,1
Rhythm and form (for poems),1
Risk classification accuracy,1
Role Choice,1
Role Knowledge,1
Role Language,1
Role Play,1
Role-Adherence,1
Role-Playing Consistency,1
Role-Set Awareness (RSA),1
Role-driven strategy iteration,1
Role-playing,1
Role-playing Accuracy,1
Roleplay,1
Rubric guidelines,1
Rule adherence,1
SCD,1
SCT,1
SCU presence,1
SEC,1
SMART goal-setting,1
SOC,1
STANCE CLARITY,1
STEM knowledge,1
STEM problem correctness,1
Safe with refusal,1
Safe with warning,1
Safe/unsafe classification,1
Safety (potential physical harm),1
Safety (safe vs unsafe),1
Safety (unsafe vs. safe),1
Safety Classification,1
Safety assessment,1
Safety compliance,1
Safety policy adherence,1
Salience,1
Satisfaction of individual constraints,1
Satisfy Constraint,1
Scarcity,1
Scarcity of diverse interaction contexts,1
Scenario Coherence,1
Scene text,1
Schema Alignment,1
Scientific Language Alignment,1
Score,1
Secondary error,1
Section Correctness,1
Security risk,1
Segment Quality,1
Self-contained,1
Self-harm,1
Self-reported Feelings,1
Semantic Accuracy,1
Semantic Completeness,1
Semantic Consistency,1
Semantic Correctness,1
Semantic Coverage,1
Semantic Entailment,1
Semantic Fidelity,1
Semantic Understanding Error,1
Semantic alignment,1
Semantic answer overlap,1
Semantic connectedness,1
Semantic correctness,1
Semantic coverage,1
Semantic equivalence,1
Semantic equivalence assessment,1
Semantic features,1
Semantic information,1
Semantic interpretability,1
Semantic match to reference answer,1
Semantic plausibility,1
Semantic quality,1
Semantic relevance,1
Semantic soundness,1
Semantics,1
Sensibleness,1
Sensing,1
Sensitive content,1
Sensitivity and Openness,1
Sentiment Shift (SS),1
Sentiment correctness,1
Sequence correctness,1
Session Outcomes,1
Severity of bias,1
Sexism,1
Short dependency,1
Sibling Granularity,1
Similarity assessment,1
Similarity between conversational tones,1
Simile Significance,1
Simple Language,1
Simplicity,1
Simulatability,1
Situation appropriateness,1
Skill,1
Skillfulness,1
Smooth and logically connected information flow,1
Snippet-level intent detection,1
Social Goal Completion,1
Social Harm,1
Social Norm Adherence,1
Social Norm Appropriateness,1
Social norm violation,1
Societal norms,1
Softening Sustain Talk,1
Solution quality,1
Solvability,1
Sophistication,1
Source Reliability,1
Spacing,1
Spatial Relations,1
Specificity in addressing identified issue,1
Specificity level,1
Speech-suitability,1
Spelling,1
Spelling and Grammar,1
Stabilization,1
Stance,1
Stance alignment,1
Standalone,1
Star Rating,1
Start Time Rationality,1
Stem,1
Step Type Classification,1
Step completeness,1
Step redundancy avoidance,1
Story-likeness,1
Storyline Consistency,1
Storytelling,1
Strategic information sharing,1
Strategy Use,1
Strength of conversational tone,1
Strengths and Weaknesses,1
Structural Coherence,1
Structural Format,1
Structural consistency,1
Structural correctness,1
Structural logic,1
Student understanding,1
Style Alignment,1
Style consistency,1
Style matching,1
Style transfer strength,1
Stylistic Coherence,1
Stylistic Shift (STS),1
Sub-Issues,1
Sub-question Answerability,1
Subchart Count,1
Subchart Position,1
Subchart Type,1
Subfigure counting accuracy,1
Subgoal Setting,1
Subjective characteristic quality,1
Subjective preference,1
Substantial similarity,1
Success,1
Succinctness,1
Sufficiency of detail,1
Suggestion,1
Suggestions,1
Suggestions for Improvement,1
Suitability for question type,1
Suitability for speech interaction,1
Summarization Quality,1
Supervisor,1
Support,1
Support for CTRL (entailment),1
Support for gold answer,1
Support of assertions,1
Support of claims,1
Supported/Contradicted/Undecided,1
Supportive,1
Supportive Details,1
Supportiveness,1
Surface-level Information,1
Surface-level consistency,1
Symbolic Threat,1
Syntactic features,1
System Performance,1
T1U,1
T2U,1
Target Audience Alignment,1
Target Relevance,1
Target language fit,1
Task Quality,1
Task Understanding,1
Task completion,1
Task dependency accuracy,1
Task performance,1
Task solving,1
Task success (binary),1
Teacher Tone,1
Technical Accuracy of Feature Linkages,1
Technical Depth,1
Technical correctness,1
Temporal,1
Temporal Comprehension,1
Temporal Error,1
Temporal Shift (TS),1
Temporal Understanding,1
Temporal coherence,1
Temporal reasoning,1
Terminology,1
Text,1
Text Quality,1
TextUtilization,1
Textual similarity,1
Themes,1
Therapeutic Alliance,1
Therapist Standard,1
Thoroughness,1
Time Schedule Relevance,1
Title and Summary,1
Token quantity,1
Tone & authorial voice,1
Tone and Style,1
Tool Relevance,1
Tool Usage,1
Tool selection accuracy,1
Topic Coverage,1
Topic Depth,1
Topic correctness,1
Total Score,1
Toxic language,1
"Toxicity (three-class: non-toxic, explicit toxic, implicit toxic)",1
Toxicity level,1
Trace-Answer Consistency,1
Transfer,1
Transformative,1
Transition Naturalness,1
Transition Quality,1
Translation accuracy,1
Treatment Ability,1
Trust-polarized collaboration,1
Trustworthiness,1
Truth,1
Tunisian Arabic Usage,1
Tutor tone,1
Uncertainty expression accuracy,1
Undecidable,1
Understandable,1
Unevaluatable,1
Unintelligible,1
Uniqueness,1
Unit Conversion,1
Unit correctness,1
Unsafe,1
Unsafe Category,1
Unsupported,1
Unverifiable Hallucination,1
Upvote Likelihood,1
Urban Elements/Scenes Understanding,1
Usability (CUQ),1
Use Gentle Challenges and Interpretations,1
Use of Knowledge,1
Use of TERMINATE,1
User Intention Inference,1
Uses Knowledge,1
Using Pedagogical Techniques,1
Utilization,1
Utilization of valuable documents,1
Utterance Knowledge,1
Valence,1
Validity of Reasoning,1
Value Implication,1
Value alignment,1
Values,1
Veracity Assignment,1
Verbalization,1
Verification,1
Video-Text Relevance,1
Violated,1
Violation details,1
Violation status,1
Violence,1
Virtual Knowledge,1
Visual Attributes,1
Visual Clarity,1
Visual Clutter,1
Visual Consistency,1
Visual Embellishment,1
Visual Faithfulness,1
Visual Grounding,1
Visual Relevance,1
Visual quality,1
Vocabulary Alignment,1
Vulnerability presence,1
Vulnerability type correctness,1
WORD CHOICE,1
Weakness identification,1
Well-formedness,1
Whether response answers the question,1
Win rate over backbone model,1
Win rates,1
Winnability,1
Working Alliance (WAI),1
World-Building and Setting,1
Writing Quality,1
Writing Style Consistency,1
Writing Style Similarity,1
Writing and Language,1
Wrong summarization,1
Xenophobia,1
ability to convey complex ideas,1
absence of abnormal language patterns,1
absolute difference to target,1
abstention detection,1
abstractness,1
academic,1
academic style improvement,1
acceptability,1
acceptable,1
accuracy and adequacy of correction,1
accuracy and consistency of emotion description,1
accuracy of capitalization,1
accuracy of citation style,1
accuracy of cognitive model components,1
accuracy of corrected solution,1
accuracy of treatment plan,1
accuracy of uncertainty expression,1
accurate diagnosis,1
accurate information,1
accurate parameters,1
accurate representation of source transcript,1
accurate role-related knowledge,1
action consistency,1
action correctness,1
action quality,1
activation prediction accuracy,1
ad negativity,1
adaptability,1
add missing conceptual nodes,1
additions,1
addresses question directly,1
addressing,1
adherence to constraints,1
adherence to educational objectives,1
adherence to instructions,1
adherence to intent constraints,1
adherence to legal principles,1
adherence to length constraint,1
adherence to prompt,1
adherence to realistic settings,1
advanced task,1
advancing,1
aesthetic appeal,1
aggregate article bias,1
aggressiveness,1
agreement level,1
agreement with narrative,1
agrees,1
algebra,1
algorithm efficiency,1
alignment of meanings,1
alignment quality,1
alignment with character's personality,1
alignment with cluster examples,1
alignment with correct answer,1
alignment with document,1
alignment with government narrative,1
alignment with ground truth,1
alignment with ground truths,1
alignment with human answer,1
alignment with human preferences,1
alignment with intended purpose,1
alignment with opposition narrative,1
alignment with rationale,1
alignment with requirements,1
alignment with retrieved evidence,1
alignment with user hint,1
alignment with user intent,1
alignment with visual observations,1
ambiguity reduction,1
ambiguous scope,1
analogy correctness,1
analysis completeness,1
analytical querying support,1
anger,1
angry tone,1
answer consistency,1
answer factual accuracy,1
answer quality preference,1
answer refusal,1
answer relevance,1
answer relevancy,1
answer support,1
answered,1
antecedent basis,1
anxiety,1
appropriate prescription,1
appropriate refusal,1
appropriateness of emotion prediction,1
argument completeness,1
argument quality,1
argument validity,1
argument-coherence,1
artistic style identification,1
ask-for-clarification,1
assessment of goal feasibility,1
assessment score,1
assistive value,1
attack detection,1
attack success,1
attack success (generation of target harmful response),1
attitude flow consistency,1
attributability,1
attribute controllability,1
attribute correctness,1
attribute relevance,1
attribution correctness,1
average,1
avoidance of false/fabricated information,1
avoidance of unrest,1
avoiding biased content,1
awareness of risk,1
awkwardness,1
background knowledge required,1
background similarity,1
balanced reasoning justification,1
baseless spans,1
behavior keyword correctness,1
behavioral abnormality detection,1
behavioral logic,1
belief confidence,1
beliefs consistency,1
benign vs malicious,1
bias,1
bias detection,1
bias ratio,1
binary error judgment,1
bio-entity match score,1
biography identification,1
biography usage,1
body language,1
body part detection,1
body size descriptions,1
bonus point coverage,1
booking correctness,1
brevity,1
built-in requirements,1
calculation accuracy,1
calculation correctness,1
caption diversity,1
catchphrase,1
causal connections,1
causal consistency,1
causality,1
causation detection,1
celebrity mentions,1
certainty level,1
challenge,1
challenge level,1
character,1
character consistency,1
character overlap,1
character strengths,1
character-level correspondence,1
characteristic phrases,1
chart types,1
check-worthiness,1
citation F1,1
citation relevance,1
citation standards,1
citation supportiveness,1
claim punctuation,1
claim structure,1
clarity and structure,1
clarity improvement,1
clarity of concepts,1
class correctness,1
class membership,1
classification confidence,1
clinical significance,1
closest option determination,1
co-reference resolution,1
code clarity and documentation,1
code readability,1
code-only output,1
coding correctness,1
coding standards,1
cognitive correctness,1
cognitive empathy,1
cognitive state labeling,1
cohesion,1
collectivism,1
collocation and register oversight,1
combinatorics,1
command-following ability,1
commented context,1
common sense,1
commonsense,1
commonsense alignment,1
commonsense consistency,1
commonsense logic,1
commonsense validation,1
comparison,1
complete,1
completeness of explanation,1
completeness of final answer,1
completeness of subquestion answers,1
complexity level,1
composition,1
composition score,1
comprehensive diversity,1
comprehensive symptom description,1
computational mistakes,1
conceptual clarity,1
conceptual depth,1
conceptual intent,1
conceptual mistakes,1
concision,1
condition identification quality,1
confidence assignment correctness,1
confidence in answer,1
confidence level,1
confidence scores,1
confirmation of claims,1
conflict,1
conflict detection,1
conflict resolution effectiveness,1
conflict spans,1
connotation polarity,1
consistency of answers,1
consistency with beginning,1
consistency with final answer,1
consistency with ground-truth answer,1
consistency with human judgments,1
consistency with human label,1
consistency with the guide,1
consistency with visual context,1
consistent role identity,1
constraint adherence,1
constraint extraction,1
constraint following,1
constraint fulfillment,1
constraint violation,1
constructiveness,1
content adequacy,1
content errors,1
content richness,1
content safety,1
content similarity,1
content suggestion,1
context attribution accuracy,1
context capture,1
context consistency,1
context memory,1
context precision,1
context supports answer,1
context understanding,1
contextual adequacy,1
contextual alignment,1
contextual appropriateness,1
contextual suitability,1
contextual-relevance,1
contradicted,1
contradiction validity,1
contribution of intermediate answers,1
controllability,1
convenience,1
conversation strategy,1
conversational insightfulness,1
conversational styles,1
conveyance of figurative meaning,1
cooperative,1
coordination detection,1
copyright compliance,1
correct answer,1
correct association,1
correct language,1
correct object support,1
correct option classification,1
correct order of tool calls,1
correct ordering,1
correct output language,1
correct risk identification,1
correct tool invocation,1
correction,1
correctly gendered,1
correctly_predicted_relations,1
correctness (yes/no),1
correctness of annotations,1
correctness of atomic facts,1
correctness of captions,1
correctness of error localization,1
correctness of explanation,1
correctness of filler positions,1
correctness of final answer,1
correctness of intermediate reasoning steps,1
correctness of proposition,1
correctness of results,1
correctness probability,1
correspondence,1
count,1
coverage of key points,1
covering objectives,1
creative problem-solving,1
criterion-1,1
criterion-3,1
cross-modal grounding,1
cross-turn reasoning,1
cultural alignment,1
cultural appropriateness,1
cultural relevance,1
cultural relevance and sensitivity,1
custom evaluation criteria,1
data,1
data accuracy,1
data-driven,1
deal achievement,1
decontextualization,1
defense success rate,1
definition accuracy,1
deflection,1
degree of diversity,1
degree of gender bias,1
depth and detail,1
depth of explanation,1
description,1
description accuracy,1
detail,1
detail richness,1
detection of object absence,1
detoxification preference,1
dialog act labels,1
dialogue acts,1
dialogue consistency,1
difficulty appropriateness,1
direct bias,1
direct fulfillment,1
disagreement with narrative,1
disambiguating,1
disambiguation accuracy,1
discrimination and prejudice,1
distance,1
distinctness,1
distractor efficiency,1
document support quality,1
document-topic alignment,1
domain adaptation,1
"domain category (web, code, academic, books, reference)",1
domain discovery,1
domain stability,1
donation willingness,1
earliest error location,1
edit actions,1
edit importance,1
educational value,1
effect on game state,1
effective treatment recommendation,1
effectiveness in addressing query,1
effectiveness in reaching the final answer,1
element accuracy,1
element inclusion,1
element referencing,1
eligibility,1
emoji,1
emotion accuracy,1
emotion provocation,1
emotion summary,1
emotional alignment,1
emotional context identification,1
emotional context understanding,1
emotional empathy,1
emotional engagement,1
emotional factors,1
emotional fit,1
emotional relevant information,1
emotional state progression,1
emotional states,1
emotional support,1
emotional support skills,1
emotional tone,1
emotionality,1
empathetic response,1
empathic similarity,1
empowerment,1
ending,1
enforces,1
engaging,1
entailed,1
entity linking accuracy,1
entity presence,1
environmental feasibility,1
episode labeling,1
equivalence,1
equivalence check,1
equivalent answer,1
error analysis,1
error categorization,1
error category,1
error category detection,1
error classification,1
error correction,1
error detection in stdout/stderr,1
error explanation,1
error location consistency,1
error reproduction,1
error span detection,1
"error spans (critical, major, minor, no-error)",1
error type consistency,1
error types,1
ethical concerns,1
ethnicity,1
event overlap,1
event summary,1
event type definition similarity,1
evidence,1
evidence grounding,1
evidence strength,1
exact answer match,1
exclusivity to target cluster,1
existence of visual concepts,1
expected language,1
explanation correctness,1
explanations for non-experts,1
explicit identification of different individuals,1
explicit rejection,1
expressiveness,1
extracurricular,1
facial expressions,1
fact extraction,1
fact omission,1
factual coherency between answer and ambiguous question,1
factual error types,1
factual errors,1
factual inaccuracies,1
factual inconsistency,1
factual knowledge,1
factual relevance,1
factual source,1
factual statements,1
factually correct,1
failure to generate correct response,1
fairness awareness,1
fairness bias,1
fairness compliance,1
faithful/hallu/irrelevant,1
faithfulness (rational/grounded/unequivocal),1
faithfulness to chat history,1
fallacy class consistency,1
false prediction,1
false prediction of finding,1
famous quotes,1
fascination,1
feature completeness,1
fee_waiver,1
feedback,1
"feedback polarity (positive, neutral, negative)",1
feedback quality,1
filter rationale correctness,1
first,1
first AI answer correctness,1
first AI answer option,1
first answer step detection,1
first user question near-exact rephrasing,1
first_gen,1
flexibility,1
focus on identity,1
focus on negative experiences,1
focus on transition,1
formal language,1
format compliance,1
format specification,1
format standardization,1
formation of complete multiple-choice question,1
formatting,1
formatting invariance,1
formula correctness,1
full coverage,1
functional correctness,1
functional equivalence,1
functionality correctness,1
gender identification,1
gender neutrality,1
general conversation skills,1
general reasoning,1
generalizability,1
generalizations,1
generalized information,1
generation quality,1
generative guidance,1
geometry,1
give legitimate advice,1
goal achievement,1
goal completion,1
goal_c,1
goal_p,1
gold alignment,1
good,1
good example,1
grammar and syntax,1
grammatical cohesion,1
grandstanding,1
granularity,1
granularity of detail,1
ground truth score,1
grounding relation (entail/contradict/irrelevant),1
groundness,1
guidance,1
hallucinated span identification,1
hallucination avoidance,1
hallucination level,1
hallucination robustness,1
hallucination severity,1
hallucination type,1
harm categories,1
harmful,1
harmfulness detection,1
harmfulness of response,1
hate speech classification label,1
hatefulness,1
headline political bias,1
healthy behaviors,1
hierarchical clarity,1
high primal belief evidence,1
hindered task,1
historical consistency,1
hobby,1
holistic,1
honestly/precisely/closely executes the instruction,1
human judgment correlation,1
human preference,1
human repair performance,1
human-centric alignment,1
human-like selection,1
human-like style,1
human-like tone,1
humanities,1
humanities/social science knowledge,1
humanness,1
humorous tone,1
hypothesis space accuracy,1
ideal,1
identification of explicit or implicit provision of instructions,1
identification of factual contradiction,1
identity contradiction,1
idiom translation,1
idiomaticity,1
image awareness,1
image coherence,1
image management,1
image-text matching,1
immersive,1
impactful,1
implicit bias,1
implicit offensiveness,1
importance,1
improper response,1
in-document verification,1
incitement of violence,1
inclusion of negative clinical details,1
inclusion of positive clinical details,1
incomplete_reasoning,1
inconsistency,1
inconsistent style,1
inconsistent_answer,1
incorrect,1
incorrect entities,1
incorrect location or position,1
incorrect location or position of finding,1
incorrect numbers,1
incorrect severity,1
incorrect severity of finding,1
incorrect_information,1
incorrect_reasoning,1
increased polarization,1
individualism,1
inefficiency,1
informal language,1
information accuracy,1
information addition,1
information comprehensiveness,1
information loss,1
information match,1
information novelty,1
information overlap,1
information quantity,1
information sufficiency,1
information update,1
information-mismatch,1
informativity,1
insightful,1
inspirational content,1
instruction alignment quality,1
instruction difficulty,1
instruction following ability,1
instruction following capability,1
instruction quality,1
instruction-following ability,1
instruction-following capability,1
instruction-specific dimensions,1
insults avoidance,1
integration of speaker characteristic,1
intent capture,1
intent consistency,1
intent verification,1
interaction actions,1
interaction friendliness,1
interest,1
interesting,1
intermediate step correctness,1
internal contradiction,1
interpersonal relationships,1
interpretability,1
intuitiveness,1
irrelevant,1
item difficulty,1
item discrimination,1
jailbroken,1
jokes,1
judgment of step correctness (Yes/No),1
knowledge,1
knowledge consistency,1
knowledge consolidation correctness,1
knowledge dimension,1
knowledge discovery quality,1
knowledge presence,1
knowledge relevance,1
knowledge-dependent answerability,1
label accuracy,1
label adherence,1
label flip detection,1
lack_justification,1
laconicity,1
language,1
language expression,1
language fluency,1
language quality,1
language repetition,1
language stability,1
language style,1
language variation,1
law abidance,1
leakage,1
legal soundness,1
length,1
letter format,1
lexical choice and diversity,1
lexical cohesion,1
lexical sanity,1
library import requirements,1
lighting,1
like,1
likeability,1
likelihood,1
likelihood of mistakes,1
linguistic acceptability,1
linguistic consistency,1
linguistic style,1
linking accuracy,1
location,1
logical alignment,1
logical clarity,1
logical correctness of reasoning steps,1
logical distinction,1
logical efficiency,1
logical entailment,1
logical label alignment,1
logical linkage,1
logical organization,1
logical plausibility,1
logical progression toward solution,1
logical rationality,1
logical reasoning,1
logical relation,1
logical relation consistency,1
logical relationship,1
logical robustness,1
logical soundness,1
logical validity,1
longer generation,1
low primal belief evidence,1
low redundancy,1
lucidity,1
machine-generated detection,1
maintaining confidence,1
maladaptive cognitions,1
malfunction,1
malicious content,1
maliciousness,1
match correctness,1
match to protocol description,1
matching extent,1
mathematical equivalence,1
mathematical reasoning,1
mathematical rigor,1
meaning misinterpretation,1
meaningful association,1
meeting user needs,1
memory recall,1
mention of a comparison not present in referenced impression,1
mention of comparison not present in reference,1
merge spatially contiguous and semantically related text nodes,1
metacognitive reflection,1
metaphor effectiveness,1
method detection,1
misinformation,1
misinformation detection capability,1
misinterpretation,1
misleading,1
misleadingness,1
missing,1
missing_information,1
mistake in first half,1
mistake in first step,1
mistake in last step,1
mistake in second half,1
mistranslation,1
misunderstood question,1
modality,1
modality reliance,1
model proficiency breakdown,1
modeling state quality,1
moral responsibility,1
moral summary,1
most information with minor omissions or inaccuracies,1
motivation consistency,1
multi-hop reasoning,1
multi-hop type consistency,1
multi-step reasoning,1
multilingual output,1
multimodal integration,1
narrative adherence,1
narrative complexity,1
narrative orientation,1
narrative similarity,1
nationality,1
natural,1
natural human or system behavior,1
natural language flow,1
natural question answering,1
naturalness of filler types,1
naturalness of language,1
naturalness of topic shift,1
necessity,1
need for external information,1
negates,1
negation,1
negative emotions,1
neglect of factual information,1
nickname,1
no coverage,1
no effect on task,1
no evidence,1
no hallucination,1
no information,1
no mistake,1
no-addition,1
no-omission,1
noise,1
noise symptoms,1
non-contradiction,1
non-genericity,1
nonfactual,1
not checkable,1
not revealing the answer,1
novelty of ideas,1
nuance preservation,1
number theory,1
numerical value accuracy,1
object correctness,1
object interactions,1
object keyword correctness,1
object presence assumption,1
object quantity,1
objects/entities,1
occupation detection,1
offensive,1
omission of comparison describing a change from previous study,1
omission of comparison describing change from previous study,1
omission of finding,1
omissions,1
opinionized speech,1
other,1
other attributes,1
others,1
output alignment with reference,1
output content quality,1
over-translation,1
overall effectiveness,1
overall explanation quality,1
overall helpfulness,1
overall mnemonic quality,1
overall offensiveness,1
overall preference,1
overall preference/quality,1
overall readability,1
overall relevance,1
overall resemblance,1
overall response quality,1
overall similarity,1
overall story quality,1
overall structure,1
overall suitability,1
overall translation quality,1
oversafety,1
pair consistency,1
paradigmatic example,1
parameter hallucination,1
parsing quality,1
partial correctness,1
partial coverage,1
partial credit,1
patiently explain and guide,1
patterns or inconsistencies in content,1
pedagogical quality,1
pedagogical value,1
perceptual quality,1
perfect,1
performance_context,1
persona attribute identification,1
persona consistency,1
personality,1
personality dimension scores,1
personality traits,1
perspective alignment,1
perspective shift,1
persuasion,1
phrasing diversity,1
physician preference,1
plan quality,1
plausibility of result,1
plausibility ranking,1
plot structure,1
pluralistic values,1
poetic style,1
policy-violating content,1
politeness,1
political affiliation,1
political leaning,1
poor,1
pornography avoidance,1
positional relationships,1
positive emotions,1
potential to deduce correct answer,1
potentially offensive or dangerous for children,1
power dynamics,1
power-seeking or non-power-seeking preference,1
practical constraints,1
practicality and effectiveness,1
precise response,1
predicate alignment,1
predicate applicability,1
prediction accuracy,1
preference prediction,1
preference stability,1
preferences,1
preferred change plans consistency,1
presence of defects/inappropriate statements,1
presence of detailed procedural instructions for illegal activity,1
presence of logical fallacies,1
presence of reasoning,1
presence of refusal signals,1
presence of scene elements,1
presence score (0-1),1
presentation quality,1
presupposition,1
principle adherence,1
privacy,1
privacy compliance,1
privacy risk,1
proactive interaction,1
proactive refusal,1
proactivity,1
probability of correctness,1
problem-free response,1
procedural mistakes,1
process similarity,1
programming language specification,1
prohibited content,1
promotion of peaceful measures,1
promptness,1
proper response,1
properly scoped,1
property presence,1
prototypical example,1
proximity to expected answer,1
proximity to ground-truth,1
psychological consistency,1
psychological processes,1
pun equivalence,1
punchline derivation relationship,1
punctuation correctness,1
quality (1-5 rating),1
quality of comments,1
quality of guidance,1
quality of planning,1
quality of reasoning steps,1
quality of search,1
quality of the reasoning path,1
quality rating,1
quality score,1
quest usage,1
quotation alignment,1
race or ethnicity descriptions,1
ranking,1
rationale quality,1
readability improvement,1
reading ease,1
real vs fake classification,1
real vs synthetic,1
real/fake classification,1
reasoning accuracy,1
reasoning completeness,1
reasoning consistency,1
reasoning depth,1
reasoning step accuracy,1
reasoning step validity,1
recall of diagnosis,1
recall score of correct claims,1
receptivity consistency,1
recognition of referential ambiguity,1
recognition of same person in sequence,1
recoverability,1
reference fragments,1
reference quality,1
reference to reliable sources,1
reflection behavior detection,1
reflection step identification,1
refusal compliance,1
refusal to respond,1
refusal tone,1
refusing to disclose personal information,1
refutation,1
refutation of claims,1
region,1
rejection,1
rejection keyword presence,1
rejection vs. acceptance of query,1
relation,1
relational structure suitability,1
relationship,1
relationship quality,1
relative win rate against baseline,1
relevance to content,1
relevance to document,1
relevance to human reference,1
relevance to instruction,1
relevance to intent,1
relevance to main focus,1
relevance to user information needs,1
relevance to writing style,1
relevancy,1
relevant,1
reliability,1
remove nodes with unclear semantics,1
rephrasing detection,1
reply usefulness,1
resistance to interference,1
respect for cultural values,1
respectful,1
response accuracy,1
response quality improvement,1
response type (compliance vs refusal),1
response type classification,1
responsibility,1
result similarity,1
retention of forgotten knowledge,1
reusable commonsense knowledge,1
review facet,1
reward,1
reward scores,1
richness of emotional description,1
richness or length,1
rule application correctness,1
rule compliance,1
rule violation,1
run smoothness,1
safety & security,1
safety (jailbreak success),1
safety classification categories,1
safety compliance,1
safety violation,1
safety-filter message presence,1
sarcastic tone,1
satisfying,1
scaffolding guidance,1
school_type,1
scientific accuracy,1
scope similarity,1
script label correctness,1
seamless integration of context,1
second,1
segment-level quality,1
self-correction,1
self-reflection,1
semantic ambiguity,1
semantic completeness and coherence of answer options,1
semantic completeness and coherence of question,1
semantic comprehensibility,1
semantic coverage,1
semantic equivalence of error messages,1
semantic matching,1
semantic meaning equivalence,1
semantic quality,1
semantic relation,1
semantic trajectory,1
semantic validity,1
sensibility,1
sentiment level,1
sentiment reflection,1
ses_compensates,1
severity,1
severity label correctness,1
severity levels,1
significance,1
similarity to ground-truth,1
similarity to human descriptions,1
simplification,1
size,1
skill alignment correlation,1
social understanding,1
solution correctness,1
solution relevance to instruction,1
solution robustness,1
solvability,1
some relevant information,1
spatial relationship,1
spatial relationships,1
speaker recognition,1
specific,1
specificity equivalence,1
specificity of uncertainty,1
spelling,1
spelling and punctuation,1
spelling correctness,1
stance,1
stance consistency,1
stance opposition,1
state and attitude,1
statement type (factual/cognitive),1
status,1
step prediction accuracy,1
step relevance,1
step type classification,1
