original,normalized,count,qcet_id
necessity,Nonredundancy (content/meaning),1,QOG-c-1
over-translation,Absence of Additions (relative to input),1,QIC-c-2
suitableness,Appropriateness (outputs as a whole),1,QEG-w-2
target success rate,Complete Target Output Matching,1,QTC-w-3
under-translation,Absence of Omissions (relative to input),1,QIC-c-1
utility,Usefulness (nonspecific),1,QEG-w-3
APPROPRIATENESS,Appropriateness (outputs as a whole),1,QEG-w-2
Active Listening,Detectability of Speaker/Author Trait,1,QEF-w-5
Active listening,Detectability of Speaker/Author Trait,1,QEF-w-5
Adherence to prompt and instructions,Consistency with Input,1,QIC-c-3
Argument Arrangement,Wellorderedness,1,QOG-c-3.1
Answer Match,Complete Target Output Matching,1,QTC-w-3
Answer accuracy,Degree to which Output Answers Question in Input,1,QIG-w-2
Behavioral Coherence,Coherence,1,QOG-c-3
COHERENCE,Coherence,1,QOG-c-3
COHESION,Cohesiveness,1,QOG-c-3.2
CONCISENESS,Nonredundancy (form),1,QOG-f-1
CTA Effectiveness,Effect on User Behaviour,1,QEF-w-2
Clarification,Clarity,1,QOG-w-5.1
Closeness,Similarity to Target Outputs (outputs as a whole),1,QTG-w-1
Comparator factuality,Relative Factual Accuracy,1,QEC-c-2
Compliance with facts,Factual Truth,1,QEC-c-1
Conceptual Clarity,Clarity,1,QOG-w-5.1
Contradict,Internal Consistency of Outputs,1,QOG-c-4
Consistency in Terminology,Internal Consistency of Outputs,1,QOG-c-4
Content Consistency,Internal Consistency of Outputs,1,QOG-c-4
Correctness (acceptability),Correctness of Outputs (outputs as a whole),1,QOC-w-1
Context Maintenance,Consistency with Input,1,QIC-c-3
Context-based meaning error,Semantic Correctness,1,QOC-c-1
Description Correctness,Semantic Correctness,1,QOC-c-1
Description Relevance,Relevance to Input,1,QIG-c-3
Cultural appropriateness,Appropriateness (outputs as a whole),1,QEG-w-2
Diverse,Diversity/Non-diversity (outputs as a whole),1,QOF-w-1
Empathetic Tone,Detectability of Speaker/Author Trait,1,QEF-w-5
Empathic Understanding,Detectability of Speaker/Author Trait,1,QEF-w-5
Empathy and Respect,Detectability of Speaker/Author Trait,1,QEF-w-5
Encouragement of Emotional Expression,Effect on User Behaviour,1,QEF-w-2
Equivalence,Meaning Accuracy,1,QTC-c-1
Evidence Inference factuality,Factual Truth,1,QEC-c-1
Exact match,Complete Target Output Matching,1,QTC-w-3
Fact Authenticity,Factual Truth,1,QEC-c-1
Fact Correctness,Factual Truth,1,QEC-c-1
Factual Alignment,Factual Truth,1,QEC-c-1
Expression Diversity,Diversity/Non-diversity (form),1,QOF-f-1
Falsification,Factual Truth,1,QEC-c-1
GA,__DROP__,1,AUX-Other
GRAMMATICALITY,Grammaticality,1,QOC-f-1
Generalizability,Cross-Dataset Generalisation,1,QTG-w-3
Format adherence,Adherence to Style Guide,1,QEC-f-1
Formula correctness,Functional Correctness,1,QEC-w-1
Grammar & linguistics,Grammaticality,1,QOC-f-1
Hallucinatory Knowledge,Factual Truth,1,QEC-c-1
Human likeness identification,Humanlikeness,1,QOG-w-4
Inaccuracy,Correctness of Outputs (outputs as a whole),1,QOC-w-1
Image-text consistency,Consistency with Input,1,QIC-c-3
Information provision,Informativeness,1,QOG-c-2
Internal consistency,Internal Consistency of Outputs,1,QOG-c-4
Knowledge-Hallucination,Factual Truth,1,QEC-c-1
Knowledge-Accuracy,Factual Truth,1,QEC-c-1
Intervention factuality,Factual Truth,1,QEC-c-1
Language Correctness,Appropriateness (form),1,QEG-f-2
Language Relevance,Relevance to Input,1,QIG-c-3
Logical Consistency,Internal Consistency of Outputs,1,QOG-c-4
Meeting User Needs,Usefulness for Task/Information Need,1,QEG-w-3.1
Missing information,Absence of Omissions (relative to input),1,QIC-c-1
Mistake identification,Correctness of Outputs (outputs as a whole),1,QOC-w-1
New Information Introduced (NII),Absence of Additions (relative to input),1,QIC-c-2
No Duplicate Steps,Nonredundancy (content/meaning),1,QOG-c-1
No Missing Steps,Absence of Omissions (relative to input),1,QIC-c-1
No Redundant Steps,Nonredundancy (output as a whole),1,QOG-w-1
Order Correct,Wellorderedness,1,QOG-c-3.1
Ordering,Wellorderedness,1,QOG-c-3.1
Outcome factuality,Factual Truth,1,QEC-c-1
Non-repetition,Nonredundancy (output as a whole),1,QOG-w-1
Overall Usefulness,Usefulness (nonspecific),1,QEG-w-3
POI Relevance,Relevance to Input,1,QIG-c-3
Overall Social Intelligence,Appropriateness (outputs as a whole),1,QEG-w-2
Physical reality alignment,Factual Truth,1,QEC-c-1
Pluralistic Representation,Diversity/Non-diversity (content/meaning),1,QOF-c-1
Persona-Utterance,Detectability of Speaker/Author Trait,1,QEF-w-5
Personality Traits,Detectability of Speaker/Author Trait,1,QEF-w-5
Professionalism,Appropriateness (outputs as a whole),1,QEG-w-2
Providing guidance,Usefulness for Task/Information Need,1,QEG-w-3.1
Question Clarity,Clarity,1,QOG-w-5.1
REL,Relevance to Input,1,QIG-c-3
Real Knowledge,Factual Truth,1,QEC-c-1
Reasoning Logical Flow,Coherence,1,QOG-c-3
Reasoning Usefulness,Usefulness (nonspecific),1,QEG-w-3
Reasoning correctness,Quality as Explanation of Input,1,QIG-w-3
Relatedness (instruction following),Relevance to Input,1,QIG-c-3
Relevance to context,Relevance to Input,1,QIG-c-3
Religious Injection,Absence of Additions (relative to input),1,QIC-c-2
Rule adherence,Consistency with Input,1,QIC-c-3
Respects Guided Questions,Absence of Omissions (relative to input),1,QIC-c-1
SCU presence,Meaning Accuracy,1,QTC-c-1
STANCE CLARITY,Detectability of Speaker/Author Stance,1,QEF-w-4
Scenario Coherence,Coherence,1,QOG-c-3
Revealing of the answer,Degree to which Output Answers Question in Input,1,QIG-w-2
Semantic correctness,Semantic Correctness,1,QOC-c-1
Semantic relevance,Relevance to Input,1,QIG-c-3
Semantic Accuracy,Semantic Correctness,1,QOC-c-1
Simple Language,Complexity/Non-complexity (outputs as a whole),1,QOF-w-3
Star Rating,User Satisfaction as Affected by Outputs,1,QEG-w-6
Storyline Consistency,Internal Consistency of Outputs,1,QOG-c-4
Strength of conversational tone,Conversationality/Non-conversationality,1,QOF-w-4
Style Alignment,Control over Style,1,QIF-f-2
Task Quality,Usefulness for Task/Information Need,1,QEG-w-3.1
Textual similarity,Similarity to Target Outputs (outputs as a whole),1,QTG-w-1
Token quantity,Output Length,1,QOF-f-5
Tone & authorial voice,Control over Style,1,QIF-f-2
acceptable,Appropriateness (outputs as a whole),1,QEG-w-2
Winnability,Win Rate,1,QEG-w-10
accurate information,Factual Truth,1,QEC-c-1
ambiguity reduction,Clarity,1,QOG-w-5.1
answer consistency,Internal Consistency of Outputs,1,QOG-c-4
agrees,Classification Accuracy,1,QTC-w-1
alignment quality,Sequence Alignment Accuracy,1,QTC-w-5
avoidance of false/fabricated information,Factual Truth,1,QEC-c-1
argument-coherence,Coherence,1,QOG-c-3
answered,Degree to which Output Answers Question in Input,1,QIG-w-2
cohesion,Cohesiveness,1,QOG-c-3.2
cognitive empathy,Detectability of Speaker/Author Trait,1,QEF-w-5
content similarity,Similarity to Target Outputs (content/meaning),1,QTG-c-1
contextual-relevance,Relevance to Input,1,QIG-c-3
correct ordering,Wellorderedness,1,QOG-c-3.1
correctness of final answer,Degree to which Output Answers Question in Input,1,QIG-w-2
event type definition similarity,Similarity to Target Outputs (content/meaning),1,QTG-c-1
false prediction,Factual Truth,1,QEC-c-1
hallucination avoidance,Factual Truth,1,QEC-c-1
functional correctness,Functional Correctness,1,QEC-w-1
information addition,Absence of Additions (relative to input),1,QIC-c-2
informativity,Informativeness,1,QOG-c-2
likelihood,Likelihood According to External Model,1,QEF-w-9
logical linkage,Cohesiveness,1,QOG-c-3.2
logical organization,Wellorderedness,1,QOG-c-3.1
label accuracy,Classification Accuracy,1,QTC-w-1
like,User Satisfaction as Affected by Outputs,1,QEG-w-6
lucidity,Clarity,1,QOG-w-5.1
machine-generated detection,Non-AI Likeness,1,QOG-w-4.2
match correctness,Complete Target Output Matching,1,QTC-w-3
motivation consistency,Internal Consistency of Outputs,1,QOG-c-4
narrative complexity,Complexity/Non-complexity (content/meaning),1,QOF-c-3
non-contradiction,Internal Consistency of Outputs,1,QOG-c-4
naturalness of language,Naturalness (form),1,QEG-f-1
omission of comparison describing a change from previous study,Absence of Omissions (relative to input),1,QIC-c-1
no-addition,Absence of Additions (relative to input),1,QIC-c-2
no-omission,Absence of Omissions (relative to input),1,QIC-c-1
overall resemblance,Similarity to Target Outputs (outputs as a whole),1,QTG-w-1
personality,Detectability of Speaker/Author Trait,1,QEF-w-5
pedagogical value,Usefulness for Task/Information Need,1,QEG-w-3.1
reading ease,Readability,1,QOG-w-2
satisfying,User Satisfaction as Affected by Outputs,1,QEG-w-6
relevance to user information needs,Usefulness for Task/Information Need,1,QEG-w-3.1
scientific accuracy,Factual Truth,1,QEC-c-1
simplification,Control over Complexity/Non-complexity (outputs as a whole),1,QIF-w-1
semantic validity,Semantic Correctness,1,QOC-c-1
technical accuracy,Factual Truth,1,QEC-c-1
unanswered,Degree to which Output Answers Question in Input,1,QIG-w-2
variety of vocabulary,Diversity/Non-diversity (form),1,QOF-f-1
value reinforcement (seeker perspective),Effect on User Stance,1,QEF-w-7
Absence of Hallucinations,Factual Truth,1,QEC-c-1
Abusing of Clauses,Grammaticality,1,QOC-f-1
Accuracy of soccer events,Factual Truth,1,QEC-c-1
Accuracy of factual content,Factual Truth,1,QEC-c-1
Accurate reflection of fact,Factual Truth,1,QEC-c-1
Action Execution,Functional Correctness,1,QEC-w-1
Actionable Insights,Usefulness for Task/Information Need,1,QEG-w-3.1
Adherence to CLAS usage guidelines,Adherence to Style Guide,1,QEC-f-1
Adherence to Guidelines,Adherence to Style Guide,1,QEC-f-1
Alignment with Per-sample Criteria,Control over Multiple Attributes,1,QIF-w-5
Alignment with clinical needs,Appropriateness (outputs as a whole),1,QEG-w-2
Alignment with ground truth figure,Relative Factual Accuracy,1,QEC-c-2
Agreement with human judgments,Similarity to Target Outputs (outputs as a whole),1,QTG-w-1
Alignment with reference answer,Similarity to Target Outputs (outputs as a whole),1,QTG-w-1
Alignment with source document,Similarity/Dissimilarity to Input (content/meaning),1,QIF-c-2
Alignment with task instruction,Relevance to Input,1,QIG-c-3
Alignment with user intent,Consistency with Input,1,QIC-c-3
Alignment with user profile,Appropriateness (outputs as a whole),1,QEG-w-2
Answer alignment,Degree to which Output Answers Question in Input,1,QIG-w-2
Answer match,Complete Target Output Matching,1,QTC-w-3
Application of specified playwriting techniques,Control over Style,1,QIF-f-2
Assistant Outcome Quality,Usefulness for Task/Information Need,1,QEG-w-3.1
BFI dimension scores,Detectability of Speaker/Author Trait,1,QEF-w-5
Behavior classification accuracy,Classification Accuracy,1,QTC-w-1
Binary correctness,Classification Accuracy,1,QTC-w-1
Bug fixing score,Usefulness for Task/Information Need,1,QEG-w-3.1
C2: Introduces indirect factual or inferential knowledge,Absence of Additions (relative to input),1,QIC-c-2
"C4: Indicates, supports, or analyzes the correct answer",Degree to which Output Answers Question in Input,1,QIG-w-2
Category Alignment,Classification Accuracy,1,QTC-w-1
Checklist Correctness,Factual Truth,1,QEC-c-1
Code Correctness,Functional Correctness,1,QEC-w-1
Communication Clarity,Clarity,1,QOG-w-5.1
Coherence in long-form writing,Coherence,1,QOG-c-3
Coherence of reasoning logic,Coherence,1,QOG-c-3
Complete,Absence of Omissions (relative to input),1,QIC-c-1
Completeness of requirements,Absence of Omissions (relative to input),1,QIC-c-1
Completeness of Instruction Following,Absence of Omissions (relative to input),1,QIC-c-1
Conceptual Accuracy,Semantic Correctness,1,QOC-c-1
Confabulation presence,Factual Truth,1,QEC-c-1
Consistency with gold next word,Complete Word Matching,1,QTC-w-3.1
Consistency with ground truth,Complete Target Output Matching,1,QTC-w-3
Consistency with original text,Consistency with Input,1,QIC-c-3
Consistency with specified genders,Consistency with Input,1,QIC-c-3
Connection,Coherence,1,QOG-c-3
Content completeness,Absence of Omissions (relative to input),1,QIC-c-1
Context Relevancy,Relevance to Input,1,QIG-c-3
Context clarification,Quality as Explanation of Input,1,QIG-w-3
Contextual appropriateness of data sharing,Appropriateness (outputs as a whole),1,QEG-w-2
Contextual relevance of each response across turns,Relevance to Input,1,QIG-c-3
Contradictions in present and previous messages,Consistency with Input,1,QIC-c-3
Contribution to user tasks,Usefulness for Task/Information Need,1,QEG-w-3.1
Correct answer,Complete Target Output Matching,1,QTC-w-3
"Correct behavior type (direct answer, tool call, follow-up question, unable to answer)",Classification Accuracy,1,QTC-w-1
Correctness of Claims,Factual Truth,1,QEC-c-1
Correctness of Code,Functional Correctness,1,QEC-w-1
Correctness of Information,Factual Truth,1,QEC-c-1
Correctness of SQL results,Functional Correctness,1,QEC-w-1
Correctness of Yes/No/Maybe responses,Classification Accuracy,1,QTC-w-1
Correctness of convergence/divergence prediction,Classification Accuracy,1,QTC-w-1
Correctness of disease diagnosis,Classification Accuracy,1,QTC-w-1
Correctness of function calls,Functional Correctness,1,QEC-w-1
Data Accuracy,Factual Truth,1,QEC-c-1
Cultural inappropriateness,Appropriateness (outputs as a whole),1,QEG-w-2
Degree of support for the specified action,Usefulness for Task/Information Need,1,QEG-w-3.1
Dialogue Naturalness,Naturalness (outputs as a whole),1,QEG-w-1
Direct addressal of prompt,Relevance to Input,1,QIG-c-3
Edit action type accuracy,Classification Accuracy,1,QTC-w-1
Error detection accuracy,Classification Accuracy,1,QTC-w-1
Errors in output,Correctness of Outputs (outputs as a whole),1,QOC-w-1
Event order consistency,Wellorderedness,1,QOG-c-3.1
Exclusion of unsupported claims,Factual Truth,1,QEC-c-1
Fact,Factual Truth,1,QEC-c-1
Factual Validity,Factual Truth,1,QEC-c-1
Faithful reflection of input,Consistency with Input,1,QIC-c-3
Feedback Effectiveness,Usefulness for Task/Information Need,1,QEG-w-3.1
Faithfulness/Consistency,Consistency with Input,1,QIC-c-3
Final answer correctness,Degree to which Output Answers Question in Input,1,QIG-w-2
Final answer formatting,Form Accuracy,1,QTC-f-1
Fit to prompt (best vs worst),Relevance to Input,1,QIG-c-3
Follow-up,Appropriateness of System Response Type,1,QIG-f-1
Follows User Query,Relevance to Input,1,QIG-c-3
Format Preservation,Similarity/Dissimilarity to Input (form),1,QIF-f-4
Free-text Similarity,Similarity to Target Outputs (outputs as a whole),1,QTG-w-1
Functionality,Functional Correctness,1,QEC-w-1
Gender inflection accuracy,Form Accuracy,1,QTC-f-1
Goal completion,Usefulness for Task/Information Need,1,QEG-w-3.1
Gesture Appropriateness,Appropriateness (form),1,QEG-f-2
Grammatical fluency,Fluency,1,QOG-w-3
Groundedness of generated answer,Relative Factual Accuracy,1,QEC-c-2
Happiness,Effect on User Emotion,1,QEF-w-3
Harm category prediction,Classification Accuracy,1,QTC-w-1
Honorific correctness,Adherence to Style Guide,1,QEC-f-1
Inappropriate sexual content,Appropriateness (content/meaning),1,QEG-c-2
Incoherence,Coherence,1,QOG-c-3
Incorrect event logical reasoning,Semantic Correctness,1,QOC-c-1
Informational consistency,Internal Consistency of Outputs,1,QOG-c-4
Instruction relevance,Relevance to Input,1,QIG-c-3
Intent Accuracy,Classification Accuracy,1,QTC-w-1
Internal Consistency,Internal Consistency of Outputs,1,QOG-c-4
Item Errors,Correctness of Outputs (outputs as a whole),1,QOC-w-1
Keyword coverage,Inclusion of Keywords (given in input),1,QIC-f-2
LCS Ratio,Similarity to Target Outputs (outputs as a whole),1,QTG-w-1
Knowledge accuracy,Factual Truth,1,QEC-c-1
Knowledge groundedness,Consistency with Input,1,QIC-c-3
Lack of ambiguity,Clarity,1,QOG-w-5.1
Language accuracy,Grammaticality,1,QOC-f-1
Legal Consistency,Internal Consistency of Outputs,1,QOG-c-4
Linguistic Clarity,Clarity,1,QOG-w-5.1
Linguistic Coherence,Coherence,1,QOG-c-3
Logically Consistent,Internal Consistency of Outputs,1,QOG-c-4
Meaning Accuracy,Meaning Accuracy,1,QTC-c-1
Meta-review usefulness,Usefulness for Task/Information Need,1,QEG-w-3.1
Meta-review matching,Complete Target Output Matching,1,QTC-w-3
Neglecting the context,Consistency with Input,1,QIC-c-3
No Hallucination,Absence of Additions (relative to input),1,QIC-c-2
No Repetition,Nonredundancy (output as a whole),1,QOG-w-1
No Discrepancy,Internal Consistency of Outputs,1,QOG-c-4
No-Additions,Absence of Additions (relative to input),1,QIC-c-2
No-Omissions,Absence of Omissions (relative to input),1,QIC-c-1
Not Relevant,Relevance to Input,1,QIG-c-3
Object,__DROP__,1,AUX-Other
Object similarity,Similarity/Dissimilarity to Non-target Reference (content/meaning),1,QEF-c-1
On-topic relevance,Relevance to Input,1,QIG-c-3
Order consistency,Wellorderedness,1,QOG-c-3.1
Overall correctness,Correctness of Outputs (outputs as a whole),1,QOC-w-1
Overall explanation quality,Quality as Explanation of Input,1,QIG-w-3
Overall factual correctness,Factual Truth,1,QEC-c-1
Perceptual Quality,Naturalness (outputs as a whole),1,QEG-w-1
Personality trait scores,Detectability of Speaker/Author Trait,1,QEF-w-5
Potential to introduce new bugs,Functional Correctness,1,QEC-w-1
Political leaning (Biden vs. Trump),Detectability of Speaker/Author Stance,1,QEF-w-4
Preference for plain statements,Control over Style,1,QIF-f-2
Preservation of necessary information,Absence of Omissions (relative to input),1,QIC-c-1
Profile coverage,Coverage of Topics (given in input),1,QIC-c-4
Question answering accuracy,Complete Target Output Matching,1,QTC-w-3
Ranking correctness,Complete Target Output Matching,1,QTC-w-3
Reasoning Effective Info Inclusion,Informativeness,1,QOG-c-2
Reasoning Integrity,Internal Consistency of Outputs,1,QOG-c-4
Reasoning Level,Complexity/Non-complexity (outputs as a whole),1,QOF-w-3
Reasoning coherence,Coherence,1,QOG-c-3
Redundant information,Nonredundancy (content/meaning),1,QOG-c-1
Relatedness to ground truth,Similarity to Target Outputs (outputs as a whole),1,QTG-w-1
Relevance to query,Relevance to Input,1,QIG-c-3
Relevance of retrieved knowledge,Relevance to Input,1,QIG-c-3
Relevant recommendations,Relevance to Input,1,QIG-c-3
Response Correctness,Correctness of Outputs (outputs as a whole),1,QOC-w-1
Response correctness,Correctness of Outputs (outputs as a whole),1,QOC-w-1
Retrieval accuracy,Retrieval Accuracy,1,QTC-w-4
Rhythm and form (for poems),Poeticness/Non-poeticness (form),1,QOF-f-2
Risk classification accuracy,Classification Accuracy,1,QTC-w-1
STEM problem correctness,Factual Truth,1,QEC-c-1
Semantic Understanding Error,Semantic Correctness,1,QOC-c-1
Semantic Consistency,Internal Consistency of Outputs,1,QOG-c-4
Semantic connectedness,Cohesiveness,1,QOG-c-3.2
Semantic equivalence assessment,Meaning Accuracy,1,QTC-c-1
Semantic match to reference answer,Similarity to Target Outputs (content/meaning),1,QTG-c-1
Semantic answer overlap,Similarity to Target Outputs (content/meaning),1,QTG-c-1
Semantic soundness,Semantic Correctness,1,QOC-c-1
Sentiment correctness,Control over Sentiment,1,QIF-w-2
Situation appropriateness,Appropriateness (outputs as a whole),1,QEG-w-2
Smooth and logically connected information flow,Coherence,1,QOG-c-3
Snippet-level intent detection,Classification Accuracy,1,QTC-w-1
Social norm violation,Appropriateness (outputs as a whole),1,QEG-w-2
Specificity in addressing identified issue,Specificity/Non-specificity (relative to input),1,QIF-c-3
Specificity level,Specificity/Non-specificity (relative to input),1,QIF-c-3
Structural Coherence,Coherence,1,QOG-c-3
Sub-question Answerability,Answerability from Input,1,QIG-c-1
Suitability for question type,Appropriateness of System Response Type,1,QIG-f-1
Supported/Contradicted/Undecided,Relative Factual Accuracy,1,QEC-c-2
Task solving,Functional Correctness,1,QEC-w-1
Task success (binary),Functional Correctness,1,QEC-w-1
Topic Coverage,Coverage of Topics (given in input),1,QIC-c-4
Tool selection accuracy,Classification Accuracy,1,QTC-w-1
Trace-Answer Consistency,Internal Consistency of Outputs,1,QOG-c-4
Truth,Factual Truth,1,QEC-c-1
Usability (CUQ),System Usability as Affected by Outputs,1,QEG-w-5
Video-Text Relevance,Relevance to Input,1,QIG-c-3
Vocabulary Alignment,Control over Style,1,QIF-f-2
Win rate over backbone model,Win Rate,1,QEG-w-10
Win rates,Win Rate,1,QEG-w-10
Whether response answers the question,Degree to which Output Answers Question in Input,1,QIG-w-2
ability to convey complex ideas,Understandability,1,QOG-w-5
accuracy of citation style,Adherence to Style Guide,1,QEC-f-1
accurate diagnosis,Classification Accuracy,1,QTC-w-1
ad negativity,Control over Sentiment,1,QIF-w-2
additions,Absence of Additions (relative to input),1,QIC-c-2
adherence to length constraint,Output Size Relative to Input,1,QIF-f-3
adherence to intent constraints,Consistency with Input,1,QIC-c-3
alignment of meanings,Meaning Accuracy,1,QTC-c-1
alignment with cluster examples,Similarity/Dissimilarity to Non-target Reference (outputs as a whole),1,QEF-w-1
alignment with correct answer,Complete Target Output Matching,1,QTC-w-3
alignment with ground truths,Complete Target Output Matching,1,QTC-w-3
alignment with human answer,Complete Target Output Matching,1,QTC-w-3
alignment with intended purpose,Usefulness for Task/Information Need,1,QEG-w-3.1
alignment with government narrative,Similarity/Dissimilarity to Non-target Reference (content/meaning),1,QEF-c-1
alignment with ground truth,Complete Target Output Matching,1,QTC-w-3
alignment with retrieved evidence,Relative Factual Accuracy,1,QEC-c-2
alignment with visual observations,Factual Truth,1,QEC-c-1
answer relevance,Relevance to Input,1,QIG-c-3
answer relevancy,Relevance to Input,1,QIG-c-3
answer factual accuracy,Factual Truth,1,QEC-c-1
answer refusal,Appropriateness of System Response Type,1,QIG-f-1
appropriate refusal,Appropriateness of System Response Type,1,QIG-f-1
assistive value,Usefulness for Task/Information Need,1,QEG-w-3.1
background similarity,Similarity/Dissimilarity to Non-target Reference (content/meaning),1,QEF-c-1
baseless spans,Absence of Additions (relative to input),1,QIC-c-2
binary error judgment,Correctness of Outputs (outputs as a whole),1,QOC-w-1
beliefs consistency,Internal Consistency of Outputs,1,QOG-c-4
calculation accuracy,Factual Truth,1,QEC-c-1
calculation correctness,Factual Truth,1,QEC-c-1
causal consistency,Internal Consistency of Outputs,1,QOG-c-4
caption diversity,Diversity/Non-diversity (outputs as a whole),1,QOF-w-1
causation detection,Classification Accuracy,1,QTC-w-1
character consistency,Character Matching,1,QTC-w-3.2
character overlap,Character Matching,1,QTC-w-3.2
character-level correspondence,Character Matching,1,QTC-w-3.2
class correctness,Classification Accuracy,1,QTC-w-1
citation standards,Adherence to Style Guide,1,QEC-f-1
clarity improvement,Clarity,1,QOG-w-5.1
coding correctness,Functional Correctness,1,QEC-w-1
combinatorics,Complexity/Non-complexity (outputs as a whole),1,QOF-w-3
completeness of subquestion answers,Degree to which Output Answers Question in Input,1,QIG-w-2
concision,Nonredundancy (output as a whole),1,QOG-w-1
confirmation of claims,Factual Truth,1,QEC-c-1
consistency of answers,Internal Consistency of Outputs,1,QOG-c-4
consistency with ground-truth answer,Meaning Accuracy,1,QTC-c-1
content errors,Semantic Correctness,1,QOC-c-1
contextual suitability,Appropriateness (outputs as a whole),1,QEG-w-2
contextual adequacy,Appropriateness (outputs as a whole),1,QEG-w-2
coordination detection,Classification Accuracy,1,QTC-w-1
correct answer,Complete Target Output Matching,1,QTC-w-3
correct association,Complete Target Output Matching,1,QTC-w-3
correct object support,Factual Truth,1,QEC-c-1
correct option classification,Classification Accuracy,1,QTC-w-1
correct tool invocation,Functional Correctness,1,QEC-w-1
correctness (yes/no),Classification Accuracy,1,QTC-w-1
correctness of atomic facts,Factual Truth,1,QEC-c-1
correctness of proposition,Factual Truth,1,QEC-c-1
correctness of results,Correctness of Outputs (outputs as a whole),1,QOC-w-1
degree of diversity,Diversity/Non-diversity (outputs as a whole),1,QOF-w-1
description accuracy,Factual Truth,1,QEC-c-1
detail richness,Informativeness,1,QOG-c-2
dialogue consistency,Internal Consistency of Outputs,1,QOG-c-4
dialog act labels,Classification Accuracy,1,QTC-w-1
difficulty appropriateness,Appropriateness (outputs as a whole),1,QEG-w-2
donation willingness,Effect on User Behaviour,1,QEF-w-2
effective treatment recommendation,Usefulness for Task/Information Need,1,QEG-w-3.1
effectiveness in addressing query,Degree to which Output Answers Question in Input,1,QIG-w-2
effectiveness in reaching the final answer,Usefulness for Task/Information Need,1,QEG-w-3.1
element inclusion,Absence of Omissions (relative to input),1,QIC-c-1
error category detection,Classification Accuracy,1,QTC-w-1
"error spans (critical, major, minor, no-error)",Correctness of Outputs (outputs as a whole),1,QOC-w-1
exact answer match,Complete Target Output Matching,1,QTC-w-3
explanations for non-experts,Appropriateness (outputs as a whole),1,QEG-w-2
explicit identification of different individuals,Clarity of Referents,1,QEG-w-7
factual inaccuracies,Factual Truth,1,QEC-c-1
factually correct,Factual Truth,1,QEC-c-1
faithfulness to chat history,Consistency with Input,1,QIC-c-3
format compliance,Adherence to Style Guide,1,QEC-f-1
formula correctness,Functional Correctness,1,QEC-w-1
functional equivalence,Functional Correctness,1,QEC-w-1
functionality correctness,Functional Correctness,1,QEC-w-1
full coverage,Absence of Omissions (relative to input),1,QIC-c-1
gender identification,Classification Accuracy,1,QTC-w-1
grammar and syntax,Grammaticality,1,QOC-f-1
healthy behaviors,Effect on User Behaviour,1,QEF-w-2
historical consistency,Factual Truth,1,QEC-c-1
human preference,User Satisfaction as Affected by Outputs,1,QEG-w-6
human-like style,Humanlikeness,1,QOG-w-4
human-like tone,Humanlikeness,1,QOG-w-4
incorrect entities,Factual Truth,1,QEC-c-1
incorrect location or position of finding,Factual Truth,1,QEC-c-1
incorrect numbers,Factual Truth,1,QEC-c-1
incorrect_information,Factual Truth,1,QEC-c-1
informal language,Formality/Informality,1,QOF-f-4
information accuracy,Factual Truth,1,QEC-c-1
individualism,Detectability of Speaker/Author Trait,1,QEF-w-5
instruction difficulty,Complexity/Non-complexity (outputs as a whole),1,QOF-w-3
intent consistency,Consistency with Input,1,QIC-c-3
insults avoidance,Appropriateness (outputs as a whole),1,QEG-w-2
integration of speaker characteristic,Detectability of Speaker/Author Trait,1,QEF-w-5
internal contradiction,Internal Consistency of Outputs,1,QOG-c-4
judgment of step correctness (Yes/No),Classification Accuracy,1,QTC-w-1
knowledge-dependent answerability,Degree to which Output Answers Question in Input,1,QIG-w-2
language repetition,Nonredundancy (output as a whole),1,QOG-w-1
likelihood of mistakes,Correctness of Outputs (outputs as a whole),1,QOC-w-1
linguistic acceptability,Grammaticality,1,QOC-f-1
linguistic consistency,Internal Consistency of Outputs,1,QOG-c-4
lexical cohesion,Cohesiveness,1,QOG-c-3.2
logical clarity,Clarity,1,QOG-w-5.1
longer generation,Output Length,1,QOF-f-5
logical plausibility,Internal Consistency of Outputs,1,QOG-c-4
logical progression toward solution,Wellorderedness,1,QOG-c-3.1
logical relation consistency,Internal Consistency of Outputs,1,QOG-c-4
low redundancy,Nonredundancy (output as a whole),1,QOG-w-1
mathematical equivalence,Meaning Accuracy,1,QTC-c-1
meaning misinterpretation,Semantic Correctness,1,QOC-c-1
meeting user needs,Usefulness for Task/Information Need,1,QEG-w-3.1
mention of comparison not present in reference,Absence of Additions (relative to input),1,QIC-c-2
missing_information,Absence of Omissions (relative to input),1,QIC-c-1
natural language flow,Fluency,1,QOG-w-3
no mistake,Correctness of Outputs (outputs as a whole),1,QOC-w-1
nonfactual,Factual Truth,1,QEC-c-1
offensive,Appropriateness (outputs as a whole),1,QEG-w-2
object keyword correctness,Inclusion of Keywords (given in input),1,QIC-f-2
omission of comparison describing change from previous study,Absence of Omissions (relative to input),1,QIC-c-1
omission of finding,Absence of Omissions (relative to input),1,QIC-c-1
output alignment with reference,Similarity to Target Outputs (outputs as a whole),1,QTG-w-1
overall helpfulness,Usefulness for Task/Information Need,1,QEG-w-3.1
overall suitability,Appropriateness (outputs as a whole),1,QEG-w-2
overall readability,Readability,1,QOG-w-2
overall relevance,Relevance to Input,1,QIG-c-3
overall similarity,Similarity to Target Outputs (outputs as a whole),1,QTG-w-1
