original,normalized,count,qcet_id
adherence to NGO guidelines,Adherence to Style Guide,1,QEC-f-1
affect,Effect on User Emotion,1,QEF-w-3
adherence to constraints (commonsense and hard),Consistency with Input,1,QIC-c-3
agreement with context,Consistency with Input,1,QIC-c-3
affective empathy,Detectability of Speaker/Author Trait,1,QEF-w-5
agentic,Detectability of Speaker/Author Trait,1,QEF-w-5
agreement/disagreement between sentences,Internal Consistency of Outputs,1,QOG-c-4
alignment with native cultural expectations,Appropriateness (outputs as a whole),1,QEG-w-2
alignment with expert perspectives,Similarity/Dissimilarity to Non-target Reference (content/meaning),1,QEF-c-1
alignment with fable's core message,Similarity/Dissimilarity to Non-target Reference (content/meaning),1,QEF-c-1
alignment with sociocultural factors,Appropriateness (outputs as a whole),1,QEG-w-2
alignment with task requirements,Usefulness for Task/Information Need,1,QEG-w-3.1
alignment with reference,Similarity to Target Outputs (outputs as a whole),1,QTG-w-1
alleviation of shame,Effect on User Emotion,1,QEF-w-3
answer clarity,Clarity,1,QOG-w-5.1
analogy identification accuracy,Classification Accuracy,1,QTC-w-1
amount of extra-image information learned,Absence of Additions (relative to input),1,QIC-c-2
amusing,Humorousness/Non-humorousness,1,QOF-w-5
answer utility,Usefulness for Task/Information Need,1,QEG-w-3.1
answer validity,Factual Truth,1,QEC-c-1
answer completeness,Absence of Omissions (relative to input),1,QIC-c-1
answer content diversity,Diversity/Non-diversity (content/meaning),1,QOF-c-1
answer-ground truth matching,Complete Target Output Matching,1,QTC-w-3
answering accuracy,Complete Target Output Matching,1,QTC-w-3
appropriateness for dietary constraint,Appropriateness (outputs as a whole),1,QEG-w-2
appropriateness of linking,Cohesiveness,1,QOG-c-3.2
appropriateness of onomatopoeia,Appropriateness (form),1,QEG-f-2
article relevance,Relevance to Input,1,QIG-c-3
appropriateness of question,Appropriateness of System Response Type,1,QIG-f-1
argument extraction accuracy,Complete Target Output Matching,1,QTC-w-3
atomic facts preservation,Absence of Omissions (relative to input),1,QIC-c-1
avoidance of non-inferable information,Absence of Additions (relative to input),1,QIC-c-2
attribute consistency,Internal Consistency of Outputs,1,QOG-c-4
attribute match,Control over Multiple Attributes,1,QIF-w-5
avoidance of repetition,Nonredundancy (output as a whole),1,QOG-w-1
avoidance of unfounded expansion,Absence of Additions (relative to input),1,QIC-c-2
avoiding contradiction,Internal Consistency of Outputs,1,QOG-c-4
authenticity of dialect,Detectability of Speaker/Author Trait,1,QEF-w-5
background consistency,Internal Consistency of Outputs,1,QOG-c-4
burden,Ease of Communication,1,QEG-w-5.1
block relevance,Relevance to Input,1,QIG-c-3
category correctness,Classification Accuracy,1,QTC-w-1
caption alignment with image,Consistency with Input,1,QIC-c-3
caption relevance,Relevance to Input,1,QIG-c-3
captures the gist of the article,Absence of Omissions (relative to input),1,QIC-c-1
carries useful information from the alt-text,Absence of Omissions (relative to input),1,QIC-c-1
citation redundancy,Nonredundancy (content/meaning),1,QOG-c-1
classification label correctness,Classification Accuracy,1,QTC-w-1
clarity of meaning,Clarity,1,QOG-w-5.1
clinical correctness,Factual Truth,1,QEC-c-1
combined factuality,Factual Truth,1,QEC-c-1
cohesion quality,Cohesiveness,1,QOG-c-3.2
coherence (passage-level),Coherence,1,QOG-c-3
coherence (sentence-level),Coherence,1,QOG-c-3
coherence with query,Relevance to Input,1,QIG-c-3
comforting,Effect on User Emotion,1,QEF-w-3
complaint system responses,Appropriateness (outputs as a whole),1,QEG-w-2
complete-sentence,Grammaticality,1,QOC-f-1
completeness (no missing critical utterance),Absence of Omissions (relative to input),1,QIC-c-1
confabulations,Factual Truth,1,QEC-c-1
conciseness of expression tree,Nonredundancy (form),1,QOG-f-1
condition consistency,Internal Consistency of Outputs,1,QOG-c-4
consistency of relationships and events,Internal Consistency of Outputs,1,QOG-c-4
consistency with input,Consistency with Input,1,QIC-c-3
consistency with user query (QI),Consistency with Input,1,QIC-c-3
consistent,Internal Consistency of Outputs,1,QOG-c-4
consistent reference to the same object,Internal Consistency of Outputs,1,QOG-c-4
consistency with news body,Consistency with Input,1,QIC-c-3
consistency with previous step,Consistency with Input,1,QIC-c-3
consistency with prompt,Consistency with Input,1,QIC-c-3
content order,Wellorderedness,1,QOG-c-3.1
content retention,Absence of Omissions (relative to input),1,QIC-c-1
content addition,Absence of Additions (relative to input),1,QIC-c-2
content non-redundancy,Nonredundancy (content/meaning),1,QOG-c-1
context fit,Appropriateness (outputs as a whole),1,QEG-w-2
contextual word sense,Semantic Correctness,1,QOC-c-1
context-consistency,Consistency with Input,1,QIC-c-3
contradicting facts,Factual Truth,1,QEC-c-1
contradicts commonsense,Factual Truth,1,QEC-c-1
correct classification,Classification Accuracy,1,QTC-w-1
correct covert meaning presence,Meaning Accuracy,1,QTC-c-1
correct NLI label selection,Classification Accuracy,1,QTC-w-1
correct label matching,Classification Accuracy,1,QTC-w-1
correct number of arms,Factual Truth,1,QEC-c-1
correctly tagged language,Sequence Labelling Accuracy,1,QTC-w-2
correctly understood,Understandability,1,QOG-w-5
correct inflection in context,Grammaticality,1,QOC-f-1
correct interpretation of evidence,Consistency with Input,1,QIC-c-3
correct outcome,Functional Correctness,1,QEC-w-1
correctness (exact match),Complete Target Output Matching,1,QTC-w-3
correctness of description,Semantic Correctness,1,QOC-c-1
correctness of entailment label,Classification Accuracy,1,QTC-w-1
correctness of claim,Factual Truth,1,QEC-c-1
correctness of mapping to survey option,Classification Accuracy,1,QTC-w-1
correctness of punchline,Complete Target Output Matching,1,QTC-w-3
correctness of translation,Translation Accuracy,1,QIC-w-1
correctness of logical forms,Meaning Accuracy,1,QTC-c-1
correctness of solvability status,Complete Target Output Matching,1,QTC-w-3
correctness of sufficiency prediction,Complete Target Output Matching,1,QTC-w-3
correctness of the inflected form,Form Accuracy,1,QTC-f-1
coverage with respect to reference,Similarity/Dissimilarity to Non-target Reference (content/meaning),1,QEF-c-1
covered cells,Absence of Omissions (relative to input),1,QIC-c-1
decision correctness,Semantic Correctness,1,QOC-c-1
demeaning content,Appropriateness (content/meaning),1,QEG-c-2
derailment prediction accuracy,Classification Accuracy,1,QTC-w-1
description helpfulness,Usefulness (nonspecific),1,QEG-w-3
dialog consistency,Internal Consistency of Outputs,1,QOG-c-4
dialogue act appropriateness,Appropriateness of System Response Type,1,QIG-f-1
diagnosis accuracy,Classification Accuracy,1,QTC-w-1
diagnostic accuracy,Classification Accuracy,1,QTC-w-1
dialect identification,Classification Accuracy,1,QTC-w-1
dialogue naturalness,Naturalness (outputs as a whole),1,QEG-w-1
disfluent,Fluency,1,QOG-w-3
disgust,Effect on User Emotion,1,QEF-w-3
distorted evidence,Factual Truth,1,QEC-c-1
domain appropriateness,Appropriateness (outputs as a whole),1,QEG-w-2
diversification,Diversity/Non-diversity (outputs as a whole),1,QOF-w-1
diversity of rhyme,Diversity/Non-diversity (form),1,QOF-f-1
doctor-likeness,Detectability of Speaker/Author Trait,1,QEF-w-5
ease of interpretation,Understandability,1,QOG-w-5
edit type correctness,Classification Accuracy,1,QTC-w-1
editing duration,Task Completion Speed,1,QEG-w-5.2
educational utility,Usefulness for Task/Information Need,1,QEG-w-3.1
effectiveness for identifying appropriate response location,Usefulness for Task/Information Need,1,QEG-w-3.1
emotion appropriateness,Appropriateness (content/meaning),1,QEG-c-2
effectiveness of responses,Usefulness (nonspecific),1,QEG-w-3
efficacy,Usefulness (nonspecific),1,QEG-w-3
emotional label,Classification Accuracy,1,QTC-w-1
entailment correctness,Semantic Correctness,1,QOC-c-1
entailment relation correctness,Semantic Correctness,1,QOC-c-1
enticement to act,Effect on User Behaviour,1,QEF-w-2
entity recognition accuracy,Sequence Labelling Accuracy,1,QTC-w-2
erroneous span detection,Sequence Labelling Accuracy,1,QTC-w-2
erroneous text detection,Classification Accuracy,1,QTC-w-1
error detection accuracy,Classification Accuracy,1,QTC-w-1
error-free answers,Correctness of Outputs (outputs as a whole),1,QOC-w-1
error rate,Correctness of Outputs (outputs as a whole),1,QOC-w-1
error rate (CER),Character Matching,1,QTC-w-3.2
event relevance,Relevance to Input,1,QIG-c-3
execution accuracy,Functional Correctness,1,QEC-w-1
exact match,Complete Target Output Matching,1,QTC-w-3
exact word match,Complete Word Matching,1,QTC-w-3.1
explanatory adequacy,Quality as Explanation of Input,1,QIG-w-3
expression diversity,Diversity/Non-diversity (form),1,QOF-f-1
extra information,Absence of Additions (relative to input),1,QIC-c-2
extrinsically hallucinated,Factual Truth,1,QEC-c-1
fabricated references,Factual Truth,1,QEC-c-1
extractiveness,Similarity/Dissimilarity to Input (content/meaning),1,QIF-c-2
factual,Factual Truth,1,QEC-c-1
factual similarity,Similarity/Dissimilarity to Non-target Reference (content/meaning),1,QEF-c-1
factual soundness,Factual Truth,1,QEC-c-1
factuality by world knowledge,Factual Truth,1,QEC-c-1
factual correctness (descriptive facts),Factual Truth,1,QEC-c-1
factual fabrication,Factual Truth,1,QEC-c-1
factual recall,Absence of Omissions (relative to input),1,QIC-c-1
factually accurate,Factual Truth,1,QEC-c-1
faithfulness to document,Relative Factual Accuracy,1,QEC-c-2
faithfulness to image,Relative Factual Accuracy,1,QEC-c-2
fallacy class match,Classification Accuracy,1,QTC-w-1
faithfulness (extrinsic errors),Factual Truth,1,QEC-c-1
false information,Factual Truth,1,QEC-c-1
fewer hallucinations,Factual Truth,1,QEC-c-1
fit with context,Appropriateness (outputs as a whole),1,QEG-w-2
fluent,Fluency,1,QOG-w-3
followability,Speed of Understanding,1,QOG-w-5.1.1
forgetting,Absence of Omissions (relative to input),1,QIC-c-1
freedom from hallucinations,Factual Truth,1,QEC-c-1
freedom from overt mistakes,Correctness of Outputs (outputs as a whole),1,QOC-w-1
funniness,Humorousness/Non-humorousness,1,QOF-w-5
genre identification,Classification Accuracy,1,QTC-w-1
general translation quality,Translation Accuracy,1,QIC-w-1
generation appropriateness,Appropriateness (outputs as a whole),1,QEG-w-2
goal-relevance,Relevance to Input,1,QIG-c-3
global coherence,Coherence,1,QOG-c-3
glossing conventions,Adherence to Style Guide,1,QEC-f-1
good match for intended purpose,Usefulness for Task/Information Need,1,QEG-w-3.1
grammatical quality,Grammaticality,1,QOC-f-1
grammatical soundness,Grammaticality,1,QOC-f-1
grammatical complexity,Complexity/Non-complexity (form),1,QOF-f-3
grammatical error,Grammaticality,1,QOC-f-1
grammatical errors,Grammaticality,1,QOC-f-1
grammar mistakes,Grammaticality,1,QOC-f-1
helpfulness for purchase decision,Usefulness for Task/Information Need,1,QEG-w-3.1
helpfulness for understanding AI reasoning,Goodness as Explanation of System Behaviour,1,QEG-w-4
human answerability,Answerability from Input,1,QIG-c-1
human authorship,Humanlikeness,1,QOG-w-4
humanlike,Humanlikeness,1,QOG-w-4
helpfulness of answers,Usefulness for Task/Information Need,1,QEG-w-3.1
helpfulness of article highlights,Usefulness for Task/Information Need,1,QEG-w-3.1
helpfulness of claim highlights,Usefulness for Task/Information Need,1,QEG-w-3.1
helpfulness of highlighted tokens,Usefulness for Task/Information Need,1,QEG-w-3.1
helpfulness of refinement,Usefulness for Task/Information Need,1,QEG-w-3.1
human likeness,Humanlikeness,1,QOG-w-4
human-soundingness,Native Speaker Likeness,1,QOG-w-4.1
humor degree,Humorousness/Non-humorousness,1,QOF-w-5
humour,Humorousness/Non-humorousness,1,QOF-w-5
illogical flow,Coherence,1,QOG-c-3
implausible,Naturalness (content/meaning),1,QEG-c-1
implementation inconsistencies,Internal Consistency of Outputs,1,QOG-c-4
implication errors,Semantic Correctness,1,QOC-c-1
image-sharing speaker adequacy,Appropriateness (outputs as a whole),1,QEG-w-2
image-sharing turn relevance,Relevance to Input,1,QIG-c-3
inaccuracy,Correctness of Outputs (outputs as a whole),1,QOC-w-1
inaccurate,Correctness of Outputs (outputs as a whole),1,QOC-w-1
incoherence,Coherence,1,QOG-c-3
incomplete coreference,Clarity of Referents,1,QEG-w-7
incorrect next question prediction,Complete Target Output Matching,1,QTC-w-3
incorrect number/date,Factual Truth,1,QEC-c-1
incorrect QA model prediction,Complete Target Output Matching,1,QTC-w-3
incorrect arguments,Semantic Correctness,1,QOC-c-1
incorrect details,Factual Truth,1,QEC-c-1
incorrect statements,Factual Truth,1,QEC-c-1
inflection error,Grammaticality,1,QOC-f-1
increase of respect,Effect on User Stance,1,QEF-w-7
information conveyance,Clarity,1,QOG-w-5.1
information density,Nonredundancy (content/meaning),1,QOG-c-1
information recall,Absence of Omissions (relative to input),1,QIC-c-1
information redundancy,Nonredundancy (content/meaning),1,QOG-c-1
information missing,Absence of Omissions (relative to input),1,QIC-c-1
informativeness (text),Informativeness,1,QOG-c-2
instruction clarity,Clarity,1,QOG-w-5.1
intent adherence,Consistency with Input,1,QIC-c-3
insulting,Appropriateness (outputs as a whole),1,QEG-w-2
integration with context,Relevance to Input,1,QIG-c-3
intention fulfillment,Usefulness for Task/Information Need,1,QEG-w-3.1
intervention coherence,Coherence,1,QOG-c-3
invalid translation,Translation Accuracy,1,QIC-w-1
irrelevance,Relevance to Input,1,QIG-c-3
key events preservation,Absence of Omissions (relative to input),1,QIC-c-1
key information match,Absence of Omissions (relative to input),1,QIC-c-1
label prediction accuracy,Classification Accuracy,1,QTC-w-1
language appropriateness,Appropriateness (form),1,QEG-f-2
language coherency,Coherence,1,QOG-c-3
language consistency,Internal Consistency of Outputs,1,QOG-c-4
lack of contradictions,Internal Consistency of Outputs,1,QOG-c-4
legibility,Readability,1,QOG-w-2
legal accuracy,Factual Truth,1,QEC-c-1
length appropriateness,Output Size Relative to Input,1,QIF-f-3
length suitability,Output Size Relative to Input,1,QIF-f-3
lexical simplicity,Complexity/Non-complexity (form),1,QOF-f-3
likelihood of native speaker authorship,Native Speaker Likeness,1,QOG-w-4.1
local appropriateness,Appropriateness (outputs as a whole),1,QEG-w-2
lexical overlap,Similarity to Target Outputs (form),1,QTG-f-1
lexical selection accuracy,Form Accuracy,1,QTC-f-1
logic consistency,Internal Consistency of Outputs,1,QOG-c-4
logical continuity,Coherence,1,QOG-c-3
lose,__DROP__,1,AUX-Other
logical inconsistency,Internal Consistency of Outputs,1,QOG-c-4
logical order,Wellorderedness,1,QOG-c-3.1
maintaining essential information,Absence of Omissions (relative to input),1,QIC-c-1
makes more sense,Coherence,1,QOG-c-3
machine-translated content,Translation Accuracy,1,QIC-w-1
making sense,Coherence,1,QOG-c-3
meaning adequacy,Meaning Accuracy,1,QTC-c-1
meaning consistency,Internal Consistency of Outputs,1,QOG-c-4
meaning overlap,Similarity to Target Outputs (content/meaning),1,QTG-c-1
metaphorical language,Poeticness/Non-poeticness (content/meaning),1,QOF-c-2
minimality/non-redundancy,Nonredundancy (output as a whole),1,QOG-w-1
missing content,Absence of Omissions (relative to input),1,QIC-c-1
mis-translation,Translation Accuracy,1,QIC-w-1
misleading_or_inaccurate_teaching,Factual Truth,1,QEC-c-1
misspelling,Spelling Accuracy,1,QOC-f-2
mistakes,Correctness of Outputs (outputs as a whole),1,QOC-w-1
mistranslation detection,Translation Accuracy,1,QIC-w-1
modality tag correctness,Classification Accuracy,1,QTC-w-1
multi-page source correctness,Relative Factual Accuracy,1,QEC-c-2
name variant spelling,Spelling Accuracy,1,QOC-f-2
narrative consistency,Internal Consistency of Outputs,1,QOG-c-4
native speaker quality,Native Speaker Likeness,1,QOG-w-4.1
navigation time,Task Completion Speed,1,QEG-w-5.2
naturality,Naturalness (outputs as a whole),1,QEG-w-1
naturalness of expression,Naturalness (form),1,QEG-f-1
naturalness of speech,Naturalness (form),1,QEG-f-1
no misleading information,Factual Truth,1,QEC-c-1
no added meaning,Absence of Additions (relative to input),1,QIC-c-2
no ambiguous object references,Clarity of Referents,1,QEG-w-7
non-existent words,Spelling Accuracy,1,QOC-f-2
non-informative output,Informativeness,1,QOG-c-2
nonredundancy,Nonredundancy (output as a whole),1,QOG-w-1
not applicable,Appropriateness of System Response Type,1,QIG-f-1
not contradictory to context,Consistency with Input,1,QIC-c-3
not overly simple,Complexity/Non-complexity (content/meaning),1,QOF-c-3
non-overlapping tokens,Nonredundancy (form),1,QOG-f-1
non-repetitiveness,Nonredundancy (output as a whole),1,QOG-w-1
not self-contradictory,Internal Consistency of Outputs,1,QOG-c-4
offensive language,Appropriateness (outputs as a whole),1,QEG-w-2
object similarity,Similarity/Dissimilarity to Non-target Reference (content/meaning),1,QEF-c-1
object relevance,Relevance to Input,1,QIG-c-3
object hallucination,Absence of Additions (relative to input),1,QIC-c-2
omitted content,Absence of Omissions (relative to input),1,QIC-c-1
on-topicness,Relevance to Input,1,QIG-c-3
offensive_or_disrespectful_tone,Appropriateness (outputs as a whole),1,QEG-w-2
output alignment with reference text,Similarity to Target Outputs (outputs as a whole),1,QTG-w-1
ordering,Wellorderedness,1,QOG-c-3.1
origin accuracy,Factual Truth,1,QEC-c-1
overall coherence,Coherence,1,QOG-c-3
overall correctness,Correctness of Outputs (outputs as a whole),1,QOC-w-1
overall simplicity,Complexity/Non-complexity (outputs as a whole),1,QOF-w-3
overtranslation,Absence of Additions (relative to input),1,QIC-c-2
paragraph coherence,Coherence,1,QOG-c-3
overly literal translation,Translation Accuracy,1,QIC-w-1
perceived competence,Detectability of Speaker/Author Trait,1,QEF-w-5
perceived growth mindset,Detectability of Speaker/Author Trait,1,QEF-w-5
perceived humanlikeness,Humanlikeness,1,QOG-w-4
patient understandability,Understandability,1,QOG-w-5
paraphrases,Similarity/Dissimilarity to Input (content/meaning),1,QIF-c-2
personal applicability,Usefulness for Task/Information Need,1,QEG-w-3.1
personality cue presence,Detectability of Speaker/Author Trait,1,QEF-w-5
perceived usefulness,Usefulness (nonspecific),1,QEG-w-3
perceived warmth,Detectability of Speaker/Author Trait,1,QEF-w-5
pertinence,Relevance to Input,1,QIG-c-3
plausible context,Appropriateness (outputs as a whole),1,QEG-w-2
plot coherence,Coherence,1,QOG-c-3
plan matching,Complete Target Output Matching,1,QTC-w-3
platform suitability,Appropriateness (outputs as a whole),1,QEG-w-2
points to specific part,Clarity of Referents,1,QEG-w-7
possibility (human),Humanlikeness,1,QOG-w-4
potential usefulness,Usefulness (nonspecific),1,QEG-w-3
precision (no redundant or uninformative utterance),Nonredundancy (content/meaning),1,QOG-c-1
predicate,__DROP__,1,AUX-Other
predicate match,Meaning Accuracy,1,QTC-c-1
presence of English keyword in translation,Inclusion of Keywords (given in input),1,QIC-f-2
primary disease correctness,Factual Truth,1,QEC-c-1
problem comprehension,Degree to which Output Answers Question in Input,1,QIG-w-2
preservation,Absence of Omissions (relative to input),1,QIC-c-1
preservation of existing information,Absence of Omissions (relative to input),1,QIC-c-1
presence of fake information,Factual Truth,1,QEC-c-1
presence of hallucination,Absence of Additions (relative to input),1,QIC-c-2
program accuracy,Functional Correctness,1,QEC-w-1
problematic mistranslations,Translation Accuracy,1,QIC-w-1
pronunciation accuracy,Pronunciation Accuracy,1,QOC-f-3
providing information,Informativeness,1,QOG-c-2
provision of all requested information,Absence of Omissions (relative to input),1,QIC-c-1
query clarity,Clarity,1,QOG-w-5.1
query-relevance,Relevance to Input,1,QIG-c-3
query-responsiveness,Relevance to Input,1,QIG-c-3
re-reading time,Speed of Understanding,1,QOG-w-5.1.1
question disambiguation correctness,Meaning Accuracy,1,QTC-c-1
reasoning complexity,Complexity/Non-complexity (content/meaning),1,QOF-c-3
recipe accuracy,Complete Target Output Matching,1,QTC-w-3
reference label correctness,Classification Accuracy,1,QTC-w-1
referential clarity,Clarity of Referents,1,QEG-w-7
redundant and repetitive information,Nonredundancy (content/meaning),1,QOG-c-1
reference answer correctness,Meaning Accuracy,1,QTC-c-1
referential success,Clarity of Referents,1,QEG-w-7
register usage correctness,Adherence to Style Guide,1,QEC-f-1
rejection of negative examples,Classification Accuracy,1,QTC-w-1
relation hallucination,Absence of Additions (relative to input),1,QIC-c-2
relationship accuracy,Semantic Correctness,1,QOC-c-1
relevance to claim,Relevance to Input,1,QIG-c-3
relevance to description,Relevance to Input,1,QIG-c-3
relevance to dialog history,Relevance to Input,1,QIG-c-3
relevance to grounding documents,Relevance to Input,1,QIG-c-3
relevance to outcome,Relevance to Input,1,QIG-c-3
relevance to span,Relevance to Input,1,QIG-c-3
relevance to the argument,Relevance to Input,1,QIG-c-3
relevance to image,Relevance to Input,1,QIG-c-3
reordering,Wellorderedness,1,QOG-c-3.1
repeated,Nonredundancy (content/meaning),1,QOG-c-1
repeated information,Nonredundancy (content/meaning),1,QOG-c-1
removal of toxicity,Appropriateness (outputs as a whole),1,QEG-w-2
repetitive,Nonredundancy (output as a whole),1,QOG-w-1
repetitiveness,Nonredundancy (form),1,QOG-f-1
response helpfulness,Usefulness for Task/Information Need,1,QEG-w-3.1
response logic,Internal Consistency of Outputs,1,QOG-c-4
response preference,Win Rate,1,QEG-w-10
resemblance to real therapy transcripts,Similarity/Dissimilarity to Non-target Reference (outputs as a whole),1,QEF-w-1
rhyme,Poeticness/Non-poeticness (form),1,QOF-f-2
response-level hallucination,Absence of Additions (relative to input),1,QIC-c-2
right sequence,Wellorderedness,1,QOG-c-3.1
risk detection accuracy,Classification Accuracy,1,QTC-w-1
room locations,Factual Truth,1,QEC-c-1
room relationships,Factual Truth,1,QEC-c-1
room sizes,Factual Truth,1,QEC-c-1
room types,Factual Truth,1,QEC-c-1
safety label correctness,Classification Accuracy,1,QTC-w-1
satisfaction of demand,Usefulness for Task/Information Need,1,QEG-w-3.1
scene consistency,Internal Consistency of Outputs,1,QOG-c-4
same reasoning as reference,Similarity to Target Outputs (content/meaning),1,QTG-c-1
same meaning,Meaning Accuracy,1,QTC-c-1
segmentation point accuracy,Sequence Labelling Accuracy,1,QTC-w-2
self-consistency errors (SCE),Internal Consistency of Outputs,1,QOG-c-4
semantic closeness,Similarity to Target Outputs (content/meaning),1,QTG-c-1
semantic information,Informativeness,1,QOG-c-2
semantic equivalency,Meaning Accuracy,1,QTC-c-1
semantic similarity (adequacy),Similarity/Dissimilarity to Input (content/meaning),1,QIF-c-2
semantic substitution errors,Semantic Correctness,1,QOC-c-1
sense correctness,Semantic Correctness,1,QOC-c-1
sense diversity,Diversity/Non-diversity (content/meaning),1,QOF-c-1
sentence structure naturalness,Naturalness (form),1,QEG-f-1
sentence variety,Diversity/Non-diversity (form),1,QOF-f-1
sentence fluidity,Fluency,1,QOG-w-3
sentence naturalness,Naturalness (outputs as a whole),1,QEG-w-1
sensical,Semantic Correctness,1,QOC-c-1
sensicality,Semantic Correctness,1,QOC-c-1
sentiment preservation,Similarity/Dissimilarity to Input (content/meaning),1,QIF-c-2
sentence-type classification agreement,Classification Accuracy,1,QTC-w-1
sentiment correctness,Control over Sentiment,1,QIF-w-2
similarity to ground truth,Similarity to Target Outputs (outputs as a whole),1,QTG-w-1
similarity to human description,Similarity/Dissimilarity to Non-target Reference (outputs as a whole),1,QEF-w-1
similarity to gold,Similarity to Target Outputs (outputs as a whole),1,QTG-w-1
similarity to query,Similarity/Dissimilarity to Input (outputs as a whole),1,QIF-w-4
single valid answer,Complete Target Output Matching,1,QTC-w-3
situational appropriateness,Appropriateness (outputs as a whole),1,QEG-w-2
social acceptability,Appropriateness (outputs as a whole),1,QEG-w-2
socioemotional traits,Detectability of Speaker/Author Trait,1,QEF-w-5
skin tone consistency,Internal Consistency of Outputs,1,QOG-c-4
slot label correctness,Sequence Labelling Accuracy,1,QTC-w-2
source-faithfulness,Consistency with Input,1,QIC-c-3
span insertion,Absence of Additions (relative to input),1,QIC-c-2
span relevance,Relevance to Input,1,QIG-c-3
spelling anomalies,Spelling Accuracy,1,QOC-f-2
spelling mistakes,Spelling Accuracy,1,QOC-f-2
specialized step correctness,Functional Correctness,1,QEC-w-1
specification level,Specificity/Non-specificity (relative to input),1,QIF-c-3
span type correctness,Sequence Labelling Accuracy,1,QTC-w-2
speaker consistency,Internal Consistency of Outputs,1,QOG-c-4
stance identification,Detectability of Speaker/Author Stance,1,QEF-w-4
stance preservation,Consistency with Input,1,QIC-c-3
strength of style transfer,Success of Style Transfer from Sample,1,QIG-f-2
strict accuracy,Complete Target Output Matching,1,QTC-w-3
structural coherence,Coherence,1,QOG-c-3
story comprehension,Understandability,1,QOG-w-5
story length,Output Length,1,QOF-f-5
structural correctness,Grammaticality,1,QOC-f-1
style change,Control over Style,1,QIF-f-2
style controllability,Control over Style,1,QIF-f-2
structural flexibility,Complexity/Non-complexity (form),1,QOF-f-3
structural simplicity,Complexity/Non-complexity (form),1,QOF-f-3
stylistic appropriateness,Appropriateness (form),1,QEG-f-2
stylistic similarity,Similarity/Dissimilarity to Non-target Reference (form),1,QEF-f-1
sub-question type classification accuracy,Classification Accuracy,1,QTC-w-1
subject consistency,Internal Consistency of Outputs,1,QOG-c-4
style similarity,Control over Style,1,QIF-f-2
style transfer success,Success of Style Transfer from Sample,1,QIG-f-2
style controlling,Control over Style,1,QIF-f-2
sufficient difficulty,Control over Complexity/Non-complexity (outputs as a whole),1,QIF-w-1
suitability for SQL-based reasoning,Usefulness for Task/Information Need,1,QEG-w-3.1
suitability for reading comprehension,Usefulness for Task/Information Need,1,QEG-w-3.1
suitability for response generation,Usefulness for Task/Information Need,1,QEG-w-3.1
suitability to query,Relevance to Input,1,QIG-c-3
summary coherence,Coherence,1,QOG-c-3
summary length,Output Length,1,QOF-f-5
summary preference,Win Rate,1,QEG-w-10
summary relevance,Relevance to Input,1,QIG-c-3
supported by document,Relative Factual Accuracy,1,QEC-c-2
supported claims,Relative Factual Accuracy,1,QEC-c-2
supports label,Classification Accuracy,1,QTC-w-1
surface similarity,Similarity to Target Outputs (form),1,QTG-f-1
syntactic diversity,Diversity/Non-diversity (form),1,QOF-f-1
syntactic variety,Diversity/Non-diversity (form),1,QOF-f-1
syntax diversity,Diversity/Non-diversity (form),1,QOF-f-1
task completion speed,Task Completion Speed,1,QEG-w-5.2
target selection accuracy,Classification Accuracy,1,QTC-w-1
target style strength,Control over Style,1,QIF-f-2
task category classification,Classification Accuracy,1,QTC-w-1
technical correctness,Correctness of Outputs (outputs as a whole),1,QOC-w-1
task goal accuracy,Functional Correctness,1,QEC-w-1
task-relevance,Relevance to Input,1,QIG-c-3
text accuracy,Factual Truth,1,QEC-c-1
text coherence,Coherence,1,QOG-c-3
text consistency,Internal Consistency of Outputs,1,QOG-c-4
text fluency,Fluency,1,QOG-w-3
text inconsistency,Internal Consistency of Outputs,1,QOG-c-4
test case accuracy,Functional Correctness,1,QEC-w-1
text length,Output Length,1,QOF-f-5
text relevance,Relevance to Input,1,QIG-c-3
tool-use appropriateness,Appropriateness (outputs as a whole),1,QEG-w-2
tool name error,Semantic Correctness,1,QOC-c-1
translation errors,Translation Accuracy,1,QIC-w-1
topic-relatedness,Relevance to Input,1,QIG-c-3
topical coverage,Coverage of Topics (given in input),1,QIC-c-4
translation validity,Translation Accuracy,1,QIC-w-1
truthfulness judgment,Factual Truth,1,QEC-c-1
trustworthiness impact,Effect on User Opinion,1,QEF-w-6
type errors,Spelling Accuracy,1,QOC-f-2
unlisted ingredients,Absence of Additions (relative to input),1,QIC-c-2
unnatural phrase flow,Naturalness (form),1,QEG-f-1
unnatural sentence flow,Naturalness (form),1,QEG-f-1
uniformity,Diversity/Non-diversity (outputs as a whole),1,QOF-w-1
uniqueness of reference,Clarity of Referents,1,QEG-w-7
untranslated segments,Absence of Omissions (relative to input),1,QIC-c-1
untranslated text,Translation Accuracy,1,QIC-w-1
unusual capitalization,Spelling Accuracy,1,QOC-f-2
unnatural translation,Naturalness (outputs as a whole),1,QEG-w-1
unrelated events,Relevance to Input,1,QIG-c-3
unrelatedness,Relevance to Input,1,QIG-c-3
untranslated,Translation Accuracy,1,QIC-w-1
usefulness of explanation,Goodness as Explanation of System Behaviour,1,QEG-w-4
useful information,Usefulness (nonspecific),1,QEG-w-3
usefulness for decision-making,Usefulness for Task/Information Need,1,QEG-w-3.1
